,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.18,0.0,0.15,0.27,0.0
foursquared.csv,0.3,0.12,0.2,0.8,0.57,0.0
ifmo-game-1.csv,0.22,0.05,0.0,0.49,0.21,0.07
micomt.csv,0.19,0.25,0.13,0.62,0.67,0.04
voms.csv,0.17,0.35,0.11,0.36,0.0,0.0
