,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.43,0.12,0.3,0.31,0.4,0.27
foursquared.csv,0.26,0.13,0.2,0.19,0.39,0.15
ifmo-game-1.csv,0.43,0.36,0.28,0.24,0.15,0.21
micomt.csv,0.19,0.24,0.15,0.24,0.32,0.22
voms.csv,0.15,0.37,0.25,0.24,0.4,0.19
