,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.04,0.17,0.0,0.0,0.0,0.12
foursquared.csv,0.35,0.09,0.22,0.07,0.03,0.19
ifmo-game-1.csv,0.01,0.41,0.04,0.41,0.2,0.23
micomt.csv,0.27,0.08,0.16,0.63,0.08,0.47
voms.csv,0.19,0.08,0.75,0.07,0.0,0.32
