,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.26,0.0,0.1,0.18,0.0
foursquared.csv,0.81,0.13,0.69,0.78,0.51,0.0
ifmo-game-1.csv,0.17,0.13,0.0,0.58,0.27,0.94
micomt.csv,0.47,0.26,0.38,0.75,0.73,0.85
voms.csv,0.33,0.38,0.62,0.29,0.0,0.0
