,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.34,0.61,0.58,0.6,0.48,0.83
google-web-toolkit.csv,0.65,0.63,0.52,0.42,0.65,0.63
open-data-kit.csv,0.62,0.32,0.78,0.48,0.46,0.51
qtractor.csv,0.78,0.59,0.68,0.72,0.49,0.36
quarkplayer.csv,0.13,0.73,0.24,0.12,0.24,0.37
zoolib.csv,0.57,0.56,0.52,0.7,0.46,0.2
