,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.4,1.0,0.73,0.67,0.69,0.62,0.53,0.54,0.69,0.45,0.54,0.33,0.55
bdbbasic.csv,0.14,0.61,0.66,0.69,1.0,0.65,0.73,0.48,0.73,0.43,0.67,0.44,0.48
foursquared.csv,0.0,0.38,0.38,1.0,0.19,0.13,0.25,0.1,0.56,0.07,0.19,0.22,0.18
impala.csv,0.78,0.52,0.29,0.23,0.4,0.37,0.46,0.97,0.26,0.29,0.43,0.37,0.33
jicarilla.csv,0.99,0.24,0.05,0.0,0.06,0.05,0.19,0.05,0.06,0.02,0.0,0.25,0.06
ng4j.csv,0.07,0.6,0.67,0.73,0.71,0.7,0.59,0.27,0.63,0.53,0.68,0.53,1.0
open-data-kit.csv,0.07,0.0,0.73,0.65,0.74,1.0,0.66,0.46,0.72,0.64,0.72,0.6,0.6
pentahoanalysistool.csv,0.34,0.17,1.0,0.54,0.31,0.24,0.2,0.05,0.54,0.05,0.37,0.25,0.18
tradelink.csv,0.04,0.47,0.38,0.51,0.57,0.13,0.15,0.24,0.47,0.07,1.0,0.24,0.12
turbotrader-bos.csv,0.0,0.57,0.6,0.42,0.67,0.3,0.24,0.28,0.99,0.16,0.54,0.4,0.4
ultimairis.csv,0.5,0.0,0.54,0.4,0.8,0.51,0.47,0.09,0.63,0.89,0.61,0.0,0.62
wikipediardware.csv,0.42,0.24,0.47,0.37,0.45,0.52,0.48,0.09,0.21,0.2,0.43,0.98,0.2
yafdotnet.csv,0.07,0.0,0.61,0.69,0.57,0.58,1.0,0.51,0.69,0.52,0.45,0.4,0.54
