,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.89,0.0,0.61,0.7,0.52,0.68,0.81,0.8,0.58,0.77,0.8,0.72,0.75
bdbbasic.csv,0.97,0.68,0.55,0.54,0.0,0.52,0.44,0.78,0.53,0.71,0.58,0.62,0.65
foursquared.csv,1.0,0.7,0.68,0.0,0.84,0.9,0.79,0.93,0.51,0.94,0.85,0.82,0.85
impala.csv,0.43,0.74,0.9,1.01,0.93,0.9,0.84,0.04,0.91,0.93,0.87,0.96,1.0
jicarilla.csv,0.05,0.86,0.97,1.0,0.97,0.99,0.89,0.96,0.96,0.98,1.02,0.82,1.0
ng4j.csv,0.96,0.59,0.53,0.53,0.34,0.44,0.54,0.89,0.7,0.77,0.55,0.58,0.02
open-data-kit.csv,0.97,1.0,0.55,0.72,0.53,0.0,0.61,0.85,0.47,0.58,0.52,0.51,0.57
pentahoanalysistool.csv,0.71,0.86,0.0,0.52,0.74,0.82,0.83,0.97,0.52,0.96,0.69,0.79,0.85
tradelink.csv,0.99,0.71,0.68,0.54,0.49,0.9,0.89,0.81,0.61,0.94,0.0,0.84,0.9
turbotrader-bos.csv,1.01,0.71,0.63,0.67,0.63,0.74,0.8,0.79,0.01,0.87,0.75,0.76,0.86
ultimairis.csv,0.82,1.0,0.79,0.89,0.55,0.81,0.84,0.98,0.73,0.13,0.73,1.0,0.65
wikipediardware.csv,0.89,0.94,0.85,0.9,0.86,0.81,0.84,0.98,0.95,0.96,0.88,0.03,0.96
yafdotnet.csv,1.02,1.0,0.72,0.61,0.78,0.71,0.0,0.76,0.64,0.6,0.86,0.89,0.79
