,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,13.0,1.0,1.0,7.0
bdbbasic.csv,1.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0
foursquared.csv,69.0,0.0,3.0,0.0,1.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,1.0
impala.csv,3.0,2.0,2.0,9.0,9.0,4.0,12.0,0.0,7.0,1.0,1.0,0.0,1.0
jicarilla.csv,1.0,2.0,0.0,69.0,11.0,5.0,17.0,4.0,3.0,1.0,95.0,0.0,0.0
ng4j.csv,0.0,1.0,4.0,7.0,0.0,1.0,0.0,27.0,4.0,0.0,4.0,0.0,0.0
open-data-kit.csv,2.0,147.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,9.0
pentahoanalysistool.csv,0.0,1.0,0.0,0.0,0.0,1.0,3.0,25.0,2.0,1.0,2.0,0.0,0.0
tradelink.csv,2.0,4.0,6.0,0.0,3.0,0.0,4.0,6.0,13.0,0.0,0.0,0.0,3.0
turbotrader-bos.csv,69.0,2.0,11.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
ultimairis.csv,4.0,2.0,15.0,8.0,5.0,3.0,0.0,8.0,16.0,0.0,1.0,0.0,0.0
wikipediardware.csv,2.0,2.0,0.0,6.0,5.0,2.0,0.0,8.0,7.0,0.0,0.0,0.0,14.0
yafdotnet.csv,0.0,2.0,8.0,1.0,9.0,3.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
