,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.42,1.0,0.93,0.96,0.74,0.75,0.78,0.84,0.78,0.45,0.84,0.29,0.65
bdbbasic.csv,0.12,0.71,0.7,0.75,1.0,0.66,0.77,0.52,0.82,0.4,0.74,0.39,0.45
foursquared.csv,0.0,0.34,0.33,1.0,0.16,0.11,0.21,0.08,0.52,0.06,0.16,0.18,0.15
impala.csv,0.85,0.56,0.26,0.21,0.53,0.37,0.53,0.96,0.23,0.87,0.47,0.45,0.5
jicarilla.csv,1.0,0.21,0.04,0.0,0.05,0.04,0.16,0.04,0.05,0.02,0.0,0.21,0.05
ng4j.csv,0.06,0.62,0.7,0.83,0.68,0.7,0.57,0.24,0.84,0.62,0.74,0.5,1.0
open-data-kit.csv,0.06,0.0,0.85,0.96,0.84,1.0,0.76,0.56,0.76,0.68,0.79,0.58,0.6
pentahoanalysistool.csv,0.3,0.14,1.0,0.5,0.26,0.2,0.17,0.04,0.49,0.04,0.32,0.21,0.15
tradelink.csv,0.03,0.45,0.33,0.46,0.53,0.11,0.12,0.2,0.43,0.06,1.0,0.21,0.1
turbotrader-bos.csv,0.0,0.65,0.63,0.38,0.79,0.26,0.2,0.24,0.99,0.13,0.63,0.37,0.4
ultimairis.csv,0.64,1.0,0.78,0.83,1.0,0.84,0.85,1.0,0.91,0.87,0.84,0.97,0.7
wikipediardware.csv,0.7,0.98,1.0,0.92,1.0,0.86,0.97,1.0,1.0,0.87,0.74,0.97,0.85
yafdotnet.csv,0.06,0.99,0.81,0.83,0.95,0.68,1.0,0.56,0.87,0.49,0.84,0.76,0.85
