,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.46,0.42,0.36,0.31,0.44,0.4,0.4,0.34,0.4,0.45,0.34,0.54,0.44
bdbbasic.csv,0.47,0.35,0.41,0.35,0.63,0.37,0.4,0.37,0.36,0.46,0.39,0.53,0.41
foursquared.csv,0.0,0.5,0.94,0.58,0.83,0.91,0.96,0.96,0.54,0.75,0.89,0.86,0.8
impala.csv,0.74,0.65,0.7,0.62,0.53,0.7,0.5,0.96,0.83,0.43,0.48,0.71,0.49
jicarilla.csv,0.83,0.97,0.83,0.5,0.92,0.92,0.92,0.89,0.98,0.67,0.93,0.91,0.84
ng4j.csv,0.8,0.39,0.47,0.37,0.63,0.45,0.56,0.5,0.42,0.41,0.49,0.57,0.76
open-data-kit.csv,0.73,0.0,0.37,0.29,0.44,0.45,0.41,0.36,0.44,0.45,0.48,0.46,0.64
pentahoanalysistool.csv,0.93,0.93,0.63,0.63,0.8,0.87,0.95,0.96,0.64,0.67,0.91,0.89,0.75
tradelink.csv,0.88,0.52,0.88,0.92,0.76,0.9,0.94,0.97,0.66,0.75,0.95,0.92,0.8
turbotrader-bos.csv,0.75,0.52,0.51,0.6,0.52,0.86,0.96,0.93,0.6,0.89,0.45,0.8,0.52
ultimairis.csv,0.65,0.4,0.41,0.35,0.46,0.4,0.38,0.33,0.43,0.83,0.41,0.43,0.56
wikipediardware.csv,0.52,0.39,0.38,0.3,0.38,0.36,0.34,0.32,0.41,0.38,0.33,0.46,0.4
yafdotnet.csv,0.53,0.39,0.44,0.4,0.46,0.46,0.53,0.47,0.42,0.48,0.35,0.49,0.46
