,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.36,1.0,0.41,0.42,0.39,0.67,0.42,0.13,0.42,0.27,0.21,0.85,0.25
bdbbasic.csv,0.21,0.7,0.41,0.45,1.0,0.75,0.59,0.1,0.45,0.32,0.26,0.88,0.31
foursquared.csv,0.0,0.74,0.56,1.0,0.5,0.73,0.74,0.08,0.58,0.75,0.33,1.0,0.6
impala.csv,0.65,0.65,0.19,0.15,0.2,0.5,0.35,1.0,0.19,0.3,0.15,0.61,0.16
jicarilla.csv,0.94,0.55,0.17,0.0,0.08,0.23,0.28,0.11,0.16,0.33,0.0,0.73,0.05
ng4j.csv,0.2,0.73,0.42,0.47,0.68,0.79,0.56,0.07,0.38,0.3,0.27,0.83,0.95
open-data-kit.csv,0.18,0.0,0.43,0.41,0.39,1.0,0.49,0.1,0.49,0.39,0.29,0.85,0.33
pentahoanalysistool.csv,0.67,0.93,1.0,0.63,1.0,0.65,0.73,0.04,0.73,0.67,0.55,0.89,0.75
tradelink.csv,0.12,0.67,0.56,0.85,0.59,0.8,0.61,0.16,0.49,0.75,1.0,0.67,0.4
turbotrader-bos.csv,0.0,0.68,0.36,0.45,0.34,0.91,0.68,0.14,1.0,0.67,0.19,0.7,0.18
ultimairis.csv,0.44,0.67,0.32,0.33,0.41,0.65,0.42,0.12,0.39,1.0,0.23,0.73,0.29
wikipediardware.csv,0.43,0.68,0.35,0.35,0.31,0.65,0.45,0.12,0.34,0.29,0.18,1.0,0.23
yafdotnet.csv,0.12,0.67,0.35,0.43,0.32,0.65,1.0,0.11,0.41,0.41,0.2,0.71,0.27
