,0,1
guineu.csv,0.0,0.46499999999999997
rhex.csv,0.0,0.1
owlib.csv,0.0,0.565
ktc.csv,0.0,0.7
jedit.csv,0.0,0.69
net-snmp.csv,0.0,0.585
encog-java.csv,0.0,0.16
umber.csv,0.0,1.0
jahshakafx.csv,0.0,0.5
jahshaka.csv,0.0,0.0
selenium.csv,0.0,0.645
paintown.csv,0.0,0.6599999999999999
h2database.csv,0.0,0.20500000000000002
x4x.csv,0.0,0.915
elmo.csv,0.0,0.0
jmoney.csv,0.0,0.75
baadengine.csv,0.0,0.885
raven-monitoring.csv,0.0,0.5
smbopensoft.csv,0.0,0.82
xharbour.csv,0.0,0.95
flylinkdc.csv,0.0,0.6
reactos-mirror.csv,0.0,0.545
qpe.csv,0.0,0.175
xbrlapi.csv,0.0,0.5
prelude.csv,0.667,0.815
neoengine.csv,0.0,0.595
atunes.csv,0.0,0.12000000000000001
avifile.csv,0.0,0.0
lamp.csv,0.0,0.0
logicmail.csv,0.0,1.0
wgs-assembler.csv,0.0,0.31
plearn.csv,0.0,0.355
werx.csv,0.0,1.0
openwbem.csv,0.0,0.575
qgo.csv,0.0,0.67
jaql.csv,0.0,0.5
kmatplot.csv,0.0,0.235
pclasses.csv,0.155,0.0
agilitybook.csv,0.0,0.27
triplea.csv,0.0,0.67
raygina.csv,0.125,0.5
owfs.csv,0.0,0.0
olap-navigator.csv,0.5,0.94
pokeglobal.csv,0.0,0.6
nova.csv,0.0,0.125
sauerbraten.csv,0.0,0.71
graphmak.csv,0.0,0.5
jgameai.csv,0.0,0.165
gpsmid.csv,0.0,0.69
empyrean.csv,0.6,0.71
awemud.csv,0.0,0.74
crisscross.csv,0.0555,0.33
re2c.csv,0.0,0.0
tzod.csv,0.0,0.5
octave.csv,0.0,0.085
adaptagrams.csv,0.0,0.67
open-media-library.csv,0.0,0.5
vdsf.csv,0.0,0.15
orc.csv,0.0,0.31
lazarus-ccr.csv,0.0,0.55
n2cms.csv,0.0,0.5
forester-atv.csv,0.0,0.75
mob-sen-plat.csv,0.0,0.75
nh3d.csv,0.0,0.0
amanda.csv,0.0,0.5
