,0,1
guineu.csv,0.0,0.185
rhex.csv,0.0,0.185
owlib.csv,0.0,0.29
ktc.csv,0.0,0.21
jedit.csv,0.0,0.29
net-snmp.csv,0.0,0.4
encog-java.csv,0.0,0.195
umber.csv,0.0,0.0
jahshakafx.csv,0.0,0.235
jahshaka.csv,0.0,0.1
selenium.csv,0.0,0.365
paintown.csv,0.0,0.33499999999999996
h2database.csv,0.0,0.19
x4x.csv,0.0,0.25
elmo.csv,0.0,0.14
jmoney.csv,0.0,0.125
baadengine.csv,0.0,0.31
raven-monitoring.csv,0.0,0.4
smbopensoft.csv,0.0,0.2
xharbour.csv,0.0,0.25
flylinkdc.csv,0.0,0.15000000000000002
reactos-mirror.csv,0.0,0.36
qpe.csv,0.0,0.14
xbrlapi.csv,0.0,0.625
prelude.csv,1.0,0.75
neoengine.csv,0.0,0.235
atunes.csv,0.0,0.16
avifile.csv,0.0,0.07
lamp.csv,0.0,0.2
logicmail.csv,0.0,0.0
wgs-assembler.csv,0.0,0.5
plearn.csv,0.0,0.24
werx.csv,1.0,
openwbem.csv,0.0,0.22
qgo.csv,0.0,0.25
jaql.csv,0.0,0.33
kmatplot.csv,0.0,0.2
pclasses.csv,0.7335,0.17
agilitybook.csv,0.0,0.2
triplea.csv,0.0,0.5
raygina.csv,0.45,0.325
owfs.csv,0.0,0.2
olap-navigator.csv,0.5,0.165
pokeglobal.csv,0.0,0.67
nova.csv,0.75,0.25
sauerbraten.csv,0.0,0.5
graphmak.csv,0.0,0.25
jgameai.csv,0.0,0.17
gpsmid.csv,0.0,0.41500000000000004
empyrean.csv,0.5,0.5
awemud.csv,0.0,0.67
crisscross.csv,0.7,0.2
re2c.csv,0.0,0.0
tzod.csv,0.0,0.325
octave.csv,0.0,0.25
adaptagrams.csv,0.0,0.5
open-media-library.csv,0.0,0.4
vdsf.csv,0.0,0.08499999999999999
orc.csv,0.0,0.10500000000000001
lazarus-ccr.csv,0.0,0.33
n2cms.csv,0.0,0.43
forester-atv.csv,0.0,0.0
mob-sen-plat.csv,0.0,0.5
nh3d.csv,0.0,0.0
amanda.csv,0.0,0.33
