,0,1
guineu.csv,0.0,0.41500000000000004
rhex.csv,0.0,0.5
owlib.csv,0.0,0.64
ktc.csv,0.0,0.7849999999999999
jedit.csv,0.0,0.67
net-snmp.csv,0.0,0.55
encog-java.csv,0.0,0.325
umber.csv,0.0,1.0
jahshakafx.csv,0.0,0.6
jahshaka.csv,0.0,0.0
selenium.csv,0.0,0.67
paintown.csv,0.0,0.69
h2database.csv,0.0,0.45
x4x.csv,0.0,1.0
elmo.csv,0.0,0.0
jmoney.csv,0.0,0.5
baadengine.csv,0.0,0.84
raven-monitoring.csv,0.0,0.41500000000000004
smbopensoft.csv,0.0,0.9
xharbour.csv,0.0,0.885
flylinkdc.csv,0.0,0.71
reactos-mirror.csv,0.0,0.5700000000000001
qpe.csv,0.0,0.5
xbrlapi.csv,0.0,0.375
prelude.csv,0.5,1.0
neoengine.csv,0.0,0.55
atunes.csv,0.0,0.5
avifile.csv,0.0,0.0
lamp.csv,0.0,0.0
logicmail.csv,0.0,0.875
wgs-assembler.csv,0.0,0.375
plearn.csv,0.0,0.5
werx.csv,0.0,1.0
openwbem.csv,0.0,0.5349999999999999
qgo.csv,0.0,0.67
jaql.csv,0.0,0.53
kmatplot.csv,0.0,0.33
pclasses.csv,0.75,0.0
agilitybook.csv,0.0,0.585
triplea.csv,0.0,0.67
raygina.csv,0.1665,0.5
owfs.csv,0.0,0.0
olap-navigator.csv,0.333,0.915
pokeglobal.csv,0.0,0.675
nova.csv,0.0,0.5
sauerbraten.csv,0.0,0.75
graphmak.csv,0.0,0.585
jgameai.csv,0.0,0.165
gpsmid.csv,0.0,0.8
empyrean.csv,0.5355,0.71
awemud.csv,0.0,0.75
crisscross.csv,0.25,0.5
re2c.csv,0.0,0.0
tzod.csv,0.0,0.585
octave.csv,0.0,0.25
adaptagrams.csv,0.0,0.835
open-media-library.csv,0.0,0.625
vdsf.csv,0.0,0.18
orc.csv,0.0,0.5
lazarus-ccr.csv,0.0,0.5
n2cms.csv,0.0,0.55
forester-atv.csv,0.0,0.5
mob-sen-plat.csv,0.0,0.67
nh3d.csv,0.0,0.0
amanda.csv,0.0,0.4
