,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,1.0,0.72,0.72,0.91,0.78,1.0,0.96,0.47,0.96,0.66,0.94,1.0,0.79,0.82,0.67,0.77
gephex.csv,0.87,0.44,0.96,0.94,0.71,0.84,0.65,0.65,1.0,0.86,1.0,1.18,0.42,0.95,0.68,0.97
intact.csv,0.72,0.6,0.73,0.45,0.8,0.74,0.56,0.5,1.01,0.89,0.98,1.0,0.66,0.85,0.68,0.78
jbpm.csv,1.0,0.9,0.59,1.0,0.27,1.0,0.72,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.9,0.75
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0,0.9,1.0
jpaul.csv,1.0,1.0,0.71,1.0,0.56,0.82,0.34,1.0,1.0,1.0,1.0,0.26,1.0,1.0,0.63,1.01
lamp.csv,0.42,0.64,0.98,0.61,0.56,0.58,0.51,0.57,1.01,0.65,0.88,1.14,0.8,0.8,0.6,0.94
mevenide.csv,1.0,0.87,0.51,1.0,0.55,1.0,0.44,0.97,1.0,0.75,0.76,0.51,0.95,0.95,0.31,0.76
opendvr.csv,0.74,1.07,0.49,0.66,0.43,0.74,0.92,0.59,1.03,0.58,1.0,1.01,0.67,0.45,0.77,0.76
panda3d.csv,0.65,0.77,0.71,0.66,0.53,0.87,0.39,0.86,1.0,0.48,0.95,0.88,0.69,0.95,0.51,1.01
retromenu.csv,0.65,0.77,0.32,1.0,0.91,0.95,0.42,0.61,1.0,1.0,0.97,1.0,0.96,0.91,0.87,0.77
rohxel.csv,0.74,0.65,0.65,0.68,1.02,0.49,0.73,0.76,0.73,0.72,0.91,1.0,0.78,0.81,0.83,1.0
sevenupdate.csv,1.0,0.22,1.0,1.0,1.0,1.0,1.0,0.98,0.99,0.99,1.0,1.0,0.95,1.0,1.0,0.98
soar.csv,0.93,0.91,0.84,0.92,0.89,0.76,0.88,0.79,0.99,0.98,0.4,0.98,0.91,0.98,0.83,0.98
stemkit.csv,0.82,0.97,0.81,0.81,0.6,0.92,1.0,0.73,0.39,0.72,0.82,0.56,0.92,0.74,0.87,1.03
thedata.csv,0.64,1.1,0.85,0.66,1.0,0.77,0.88,0.98,0.77,0.66,1.0,1.09,0.89,0.72,0.89,0.08
