,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.18,0.81,0.36,0.45,0.23,0.88,0.42,0.59,0.15,0.45,0.63,0.06,0.74,0.24,0.42,0.14
gephex.csv,0.12,0.73,0.48,0.43,0.22,0.8,0.47,0.44,0.12,0.45,0.0,0.0,0.79,0.43,0.42,0.12
intact.csv,0.16,0.78,0.54,0.56,0.15,0.44,0.48,0.57,0.0,0.17,0.17,0.0,0.53,0.21,0.34,0.11
jbpm.csv,0.0,0.19,0.5,0.0,0.56,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.18,0.25
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.18,0.0
jpaul.csv,0.0,0.0,0.43,0.0,0.35,0.3,0.65,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.45,0.0
lamp.csv,0.35,0.6,0.49,0.42,0.27,0.72,0.52,0.52,0.12,0.43,0.31,0.0,0.34,0.32,0.41,0.1
mevenide.csv,0.0,0.25,0.55,0.0,0.42,0.0,0.61,0.06,0.0,0.32,0.5,0.25,0.1,0.08,0.64,0.15
opendvr.csv,0.17,0.71,0.55,0.39,0.35,0.44,0.13,0.49,0.0,0.47,0.0,0.0,0.49,0.56,0.27,0.14
panda3d.csv,0.19,0.45,0.37,0.43,0.28,0.37,0.65,0.22,0.0,0.55,0.62,0.06,0.63,0.08,0.48,0.0
retromenu.csv,0.29,0.45,0.69,0.0,0.12,0.1,0.67,0.47,0.0,0.0,0.06,0.0,0.08,0.17,0.2,0.13
rohxel.csv,0.15,0.53,0.41,0.37,0.04,0.75,0.33,0.35,0.13,0.34,0.44,0.0,0.37,0.26,0.26,0.0
sevenupdate.csv,0.18,0.87,0.47,0.45,0.21,0.88,0.45,0.51,0.14,0.45,0.71,0.06,0.75,0.45,0.4,0.12
soar.csv,0.17,0.53,0.35,0.39,0.19,0.78,0.46,0.39,0.14,0.48,0.72,0.06,0.74,0.44,0.4,0.12
stemkit.csv,0.13,0.08,0.26,0.25,0.29,0.31,0.0,0.36,0.32,0.35,0.3,0.1,0.16,0.33,0.18,0.0
thedata.csv,0.23,0.64,0.49,0.39,0.11,0.76,0.38,0.52,0.15,0.41,0.71,0.0,0.68,0.35,0.26,0.62
