,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.34,0.2,0.25,0.02,0.45,0.28,0.11,0.28,0.0,0.0,0.26,0.2,0.0,0.2,0.11,0.66,0.38,0.94,0.29,0.23
aubit4gl.csv,0.47,0.43,0.49,0.51,0.98,0.54,0.48,0.27,0.56,0.48,0.38,0.51,0.47,0.33,0.39,0.27,0.37,0.5,0.43,0.42
bionote.csv,0.0,0.0,0.0,0.13,0.24,0.0,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09,0.05,0.2
bullet.csv,0.58,0.54,0.52,0.19,0.57,1.0,0.58,0.62,0.39,0.53,0.52,0.47,0.55,0.66,0.63,0.5,0.62,0.59,0.39,0.6
customwars.csv,0.15,0.2,0.0,0.4,0.48,0.36,0.11,0.95,0.12,0.0,0.1,0.11,0.0,0.16,0.0,0.66,0.35,0.31,0.17,0.38
findbugs.csv,0.41,0.52,0.4,0.43,0.36,0.29,0.3,0.56,0.24,0.0,0.52,0.33,0.24,0.4,0.2,0.43,0.32,0.43,0.94,0.38
frogatto.csv,0.51,0.54,0.59,0.31,0.3,0.54,0.44,0.5,0.34,0.37,1.0,0.34,0.0,0.54,0.27,0.61,0.58,0.56,0.43,0.47
grisbi.csv,0.39,0.35,0.57,0.55,0.63,0.67,0.4,0.21,0.4,0.5,0.61,0.98,0.55,0.69,0.61,0.09,0.62,0.59,0.32,0.4
lsb.csv,0.41,0.59,0.62,0.98,0.51,0.71,0.44,0.05,0.56,0.56,0.64,0.74,0.53,0.68,0.57,0.29,0.74,0.57,0.33,0.38
oscarmcmaster.csv,0.1,0.2,0.09,0.0,0.0,0.05,0.05,0.28,0.12,0.0,0.1,0.06,0.0,0.26,0.45,0.0,0.11,0.12,0.25,0.84
plearn.csv,0.94,0.0,0.4,0.21,0.56,0.38,0.34,0.21,0.58,0.2,0.39,0.48,0.25,0.49,0.57,0.0,0.66,0.53,0.21,0.37
psrchive.csv,0.12,0.2,1.0,0.19,0.18,0.05,0.26,0.07,0.0,0.2,0.13,0.13,0.0,0.09,0.04,0.15,0.05,0.16,0.13,0.16
re2c.csv,0.42,1.0,0.65,0.63,0.58,0.41,0.11,0.33,0.76,0.56,0.52,0.41,0.26,0.39,0.51,0.14,0.82,0.23,0.21,0.2
rebecca-aiml.csv,0.41,0.68,0.6,0.71,0.44,0.44,0.34,0.66,0.45,0.79,0.43,0.43,0.37,0.5,0.17,0.29,1.0,0.5,0.41,0.46
rtrt-on-gpu.csv,0.41,0.17,0.39,0.66,0.58,0.43,0.51,0.21,1.0,0.36,0.46,0.29,0.13,0.31,0.44,0.14,0.51,0.37,0.43,0.27
stemkit.csv,0.06,0.37,0.0,0.56,0.16,0.19,0.2,0.07,0.24,1.0,0.13,0.16,0.0,0.09,0.17,0.0,0.09,0.09,0.09,0.02
tcvp.csv,0.43,0.59,0.46,0.61,0.65,0.49,0.0,0.14,0.54,0.6,0.49,0.35,0.91,0.41,0.24,0.28,0.6,0.37,0.51,0.33
tktoolkit.csv,0.28,0.37,0.57,0.66,0.5,0.45,0.93,0.43,0.33,0.63,0.42,0.43,0.0,0.3,0.27,0.61,0.44,0.4,0.53,0.37
tycho.csv,0.48,0.75,0.58,0.0,0.16,0.54,0.3,0.36,0.4,0.5,0.64,0.65,0.45,0.47,0.99,0.44,0.34,0.58,0.56,0.47
xstore.csv,0.55,0.62,0.61,0.62,0.35,0.68,0.57,0.61,0.33,0.47,0.7,0.41,0.64,0.98,0.41,0.54,0.72,0.6,0.52,0.51
