,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.1,0.04,0.05,0.0,0.21,0.19,0.1,0.15,0.0,0.06,0.03,0.0,0.04,0.1,0.0,0.15,0.09,0.01,0.09,0.06
aubit4gl.csv,0.38,0.82,0.53,0.26,0.02,0.67,0.74,0.39,0.69,0.58,0.64,0.57,0.34,0.44,0.79,0.6,0.85,0.3,0.58,0.49
bionote.csv,0.0,0.0,0.0,0.01,0.1,0.0,0.08,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.05
bullet.csv,0.64,0.69,0.8,0.02,0.75,0.0,0.65,0.65,0.79,0.78,0.79,0.36,0.49,0.61,0.61,0.79,0.69,0.67,0.87,0.66
customwars.csv,0.12,0.04,0.04,0.2,0.44,0.48,0.03,0.0,0.04,0.04,0.12,0.0,0.01,0.05,0.04,0.15,0.08,0.23,0.24,0.29
findbugs.csv,0.34,0.37,0.19,0.85,0.15,0.19,0.08,0.29,0.06,0.15,0.15,0.79,0.57,0.17,0.07,0.12,0.2,0.39,0.0,0.28
frogatto.csv,0.37,0.16,0.32,0.91,0.92,0.38,0.85,0.32,0.27,0.21,0.0,0.07,0.04,0.34,0.04,0.44,0.14,0.3,0.27,0.39
grisbi.csv,0.88,0.84,0.68,0.18,0.69,0.67,0.87,0.95,0.83,0.75,0.7,0.0,0.78,0.56,0.64,0.98,0.46,0.7,0.91,0.88
lsb.csv,0.87,0.61,0.67,0.0,0.79,0.57,0.85,0.99,0.75,0.76,0.67,0.36,0.8,0.56,0.54,0.92,0.25,0.73,0.91,0.88
oscarmcmaster.csv,0.08,0.0,0.05,0.0,0.02,0.1,0.06,0.05,0.0,0.04,0.09,0.0,0.01,0.12,0.43,0.08,0.52,0.04,0.16,0.0
plearn.csv,0.0,0.08,0.27,0.94,0.69,0.29,0.34,0.19,0.48,0.31,0.39,0.64,0.31,0.34,0.43,0.08,0.32,0.46,0.16,0.44
psrchive.csv,0.08,0.08,0.0,0.0,0.17,0.05,0.13,0.08,0.06,0.01,0.0,0.0,0.0,0.05,0.0,0.06,0.01,0.08,0.02,0.1
re2c.csv,0.18,0.0,0.51,0.5,0.35,0.48,0.08,0.15,0.54,0.67,0.61,0.64,0.24,0.34,0.39,0.29,0.14,0.3,0.24,0.33
rebecca-aiml.csv,0.16,0.25,0.25,0.61,0.83,0.14,0.26,0.27,0.17,0.35,0.33,0.14,0.26,0.22,0.11,0.33,0.02,0.33,0.18,0.35
rtrt-on-gpu.csv,0.27,0.82,0.41,0.39,0.44,0.57,0.32,0.19,0.0,0.42,0.7,0.79,0.26,0.39,0.61,0.38,0.54,0.29,0.24,0.3
stemkit.csv,0.03,0.24,0.01,0.29,0.19,0.14,0.13,0.01,0.06,0.0,0.27,0.57,0.22,0.02,0.0,0.02,0.0,0.13,0.0,0.06
tcvp.csv,0.3,0.61,0.33,0.37,0.56,0.29,0.02,0.27,0.23,0.72,0.55,0.43,0.0,0.59,0.21,0.42,0.42,0.3,0.44,0.48
tktoolkit.csv,0.17,0.27,0.44,0.24,0.56,0.14,0.0,0.44,0.46,0.5,0.7,0.5,0.19,0.32,0.25,0.44,0.17,0.43,0.33,0.48
tycho.csv,0.44,0.63,0.39,0.0,0.19,0.62,0.2,0.62,0.6,0.49,0.36,0.43,0.49,0.66,0.04,0.71,0.47,0.48,0.49,0.45
xstore.csv,0.6,0.53,0.61,0.68,0.9,0.38,0.76,0.61,0.38,0.61,0.45,0.86,0.47,0.0,0.29,0.75,0.39,0.61,0.62,0.49
