,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,73.0
chipster.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,1.0,6.0,2.0,33.0
delphilhlplib.csv,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,5.0,0.0,103.0
emite.csv,0.0,0.0,6.0,1.0,0.0,2.0,0.0,2.0,2.0,9.0,0.0,0.0,6.0,9.0,4.0,36.0
hydrate.csv,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,103.0
ivataopenportal.csv,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,4.0,6.0,2.0,3.0,1.0,7.0,2.0,66.0
jppf-project.csv,2.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,5.0,17.0,0.0,3.0,5.0,11.0,3.0,85.0
kolmafia.csv,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,2.0,4.0,0.0,62.0
l2j.csv,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,16.0,2.0,103.0
mb-unit.csv,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,6.0,17.0,1.0,92.0
opde.csv,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,4.0,17.0,0.0,1.0,3.0,11.0,1.0,38.0
pamguard.csv,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,12.0,0.0,2.0,1.0,16.0,1.0,77.0
quark.csv,0.0,0.0,2.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,70.0,1.0,0.0,51.0,103.0
stajistics.csv,69.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,103.0
tigermud.csv,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,3.0,3.0,6.0,3.0,76.0
