,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.84,0.25,0.08,0.38,0.22,0.76,0.21,1.0,0.89,0.31,0.54,0.06,0.24,0.13,0.27,1.0
chipster.csv,0.4,0.31,1.0,0.57,0.26,0.39,0.41,0.34,0.57,0.54,0.14,0.23,0.16,0.27,0.79,1.0
delphilhlplib.csv,0.76,0.59,0.53,1.0,0.32,0.64,0.17,0.43,0.4,0.77,0.29,0.39,0.48,0.6,0.48,0.0
emite.csv,0.6,0.46,0.45,0.58,0.26,0.54,0.45,0.54,0.51,0.23,0.4,0.97,0.27,0.47,0.48,1.0
hydrate.csv,0.32,0.2,0.15,0.15,0.22,0.37,0.32,0.26,0.72,0.23,0.14,0.06,0.15,0.37,1.0,0.0
ivataopenportal.csv,0.2,0.62,0.67,0.49,0.97,0.64,0.57,0.46,0.6,0.77,0.37,0.65,0.56,0.77,0.58,1.0
jppf-project.csv,0.96,0.87,0.85,0.77,0.8,0.95,1.0,0.8,0.96,0.38,1.0,0.9,0.87,0.97,1.0,1.0
kolmafia.csv,0.72,0.36,0.36,0.74,0.68,0.61,0.62,0.51,1.0,0.85,0.4,0.13,0.49,0.53,0.67,1.0
l2j.csv,0.6,0.51,0.68,0.74,0.4,0.69,0.76,0.69,0.83,0.38,0.63,0.61,1.0,0.67,0.91,0.0
mb-unit.csv,0.56,1.0,0.76,0.53,0.88,0.81,0.66,0.58,0.45,0.46,0.34,0.71,0.82,0.67,0.64,1.0
opde.csv,0.96,0.73,0.61,0.85,0.36,0.56,0.68,0.57,0.51,1.0,0.31,0.48,0.59,0.67,0.85,1.0
pamguard.csv,0.6,0.47,0.59,0.7,0.34,0.97,0.66,0.64,0.85,0.46,0.8,0.39,0.26,0.53,0.76,1.0
quark.csv,0.04,0.02,0.06,0.02,0.06,0.07,0.0,0.06,0.04,1.0,0.03,0.0,0.05,0.03,0.0,0.0
stajistics.csv,0.0,0.2,0.41,0.26,0.14,0.17,0.33,0.38,0.51,0.38,0.23,0.19,0.27,0.93,0.48,0.0
tigermud.csv,0.76,0.84,0.89,0.7,0.96,0.97,0.88,0.78,0.77,0.77,1.0,0.81,0.85,0.9,0.82,1.0
