,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.0,0.68,0.67,0.88,0.84,0.47,0.69,0.44,0.72,0.43,0.42,0.68,0.65
bdbbasic.csv,1.0,0.01,0.89,0.67,0.74,0.83,0.44,0.52,0.64,0.7,0.37,0.0,0.35
foursquared.csv,0.0,0.02,0.04,0.88,0.0,0.04,0.15,0.0,0.53,0.19,0.26,0.08,0.0
impala.csv,0.76,0.57,0.41,0.33,0.37,0.33,0.4,0.56,0.46,0.72,0.84,0.53,0.6
jicarilla.csv,0.88,0.01,0.15,0.0,0.0,0.05,0.03,0.0,0.08,0.15,0.0,0.0,0.05
ng4j.csv,0.09,0.48,0.81,0.96,0.68,0.55,0.71,0.2,0.84,0.74,0.63,0.5,0.8
open-data-kit.csv,0.18,0.51,0.96,1.0,1.0,0.78,0.93,0.4,0.88,0.89,0.74,0.55,0.85
pentahoanalysistool.csv,0.12,0.48,0.74,0.67,0.47,0.38,0.21,0.4,0.48,0.09,0.16,0.55,0.25
tradelink.csv,0.58,0.32,0.85,0.83,0.47,0.64,0.49,0.56,0.8,0.19,0.63,0.24,0.55
turbotrader-bos.csv,0.0,0.61,0.67,0.58,0.68,0.24,0.28,0.44,0.69,0.15,0.58,0.26,0.45
ultimairis.csv,0.21,0.83,0.89,0.92,0.63,0.62,0.63,0.52,0.82,0.64,0.63,0.92,0.65
wikipediardware.csv,0.97,0.91,0.89,0.96,0.95,0.88,1.0,1.0,0.95,0.89,0.74,0.74,0.9
yafdotnet.csv,0.3,0.58,0.81,1.0,0.42,0.72,0.69,0.56,0.79,0.68,0.47,0.11,0.65
