,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.32,0.42,0.7,0.24,0.61,0.45,0.59,0.51,0.18,0.58,0.18,0.38,0.53,0.67,0.7,0.4,0.25
apertium.csv,0.44,0.37,0.38,0.33,0.61,0.43,0.48,0.09,0.19,0.73,0.63,0.1,0.27,0.56,0.15,0.0,0.45
beast-mcmc.csv,0.64,0.5,0.61,0.39,0.65,0.57,0.63,0.46,0.29,0.65,0.42,0.39,0.56,0.76,0.54,0.42,0.57
cuberok.csv,0.45,0.48,0.37,0.3,0.37,0.61,0.47,0.64,0.3,0.46,0.39,0.29,0.32,0.57,0.47,0.46,0.39
icescrum.csv,0.57,0.48,0.5,0.32,0.64,0.39,0.6,0.49,0.27,0.7,0.51,0.3,0.56,0.59,0.4,0.24,0.76
ingex.csv,0.41,0.37,0.36,0.27,0.64,0.5,0.61,0.47,0.3,0.67,0.36,0.35,0.57,0.5,0.48,0.26,0.51
jbasic.csv,0.47,0.49,0.52,0.3,0.78,0.59,0.65,0.48,0.29,0.72,0.48,0.43,0.52,0.83,0.51,0.44,0.52
jgnash.csv,0.4,0.49,0.53,0.46,0.72,0.51,0.58,0.44,0.47,0.31,0.33,0.41,0.51,0.52,0.45,0.21,0.52
jrefactory.csv,0.35,0.4,0.69,0.25,0.47,0.3,0.38,0.44,0.19,0.54,0.37,0.47,0.51,0.45,0.43,0.38,0.45
jsecurity.csv,0.37,0.57,0.32,0.51,0.24,0.56,0.48,0.28,0.28,0.32,0.24,0.38,0.44,0.35,0.32,0.18,0.31
libopenmetaverse.csv,0.42,0.5,0.73,0.32,0.79,0.63,0.67,0.45,0.26,0.66,0.55,0.48,0.53,0.78,0.54,0.26,0.55
mobicents.csv,0.52,0.52,0.51,0.39,0.68,0.56,0.68,0.56,0.34,0.72,0.52,0.49,0.52,0.74,0.46,0.43,0.52
opendvr.csv,0.51,0.47,0.43,0.4,0.66,0.65,0.63,0.46,0.3,0.61,0.38,0.3,0.52,0.87,0.38,0.58,0.56
openefm.csv,0.46,0.59,0.4,0.3,0.27,0.33,0.57,0.47,0.3,0.26,0.52,0.21,0.42,0.23,0.41,0.3,0.6
power-architect.csv,0.42,0.56,0.62,0.41,0.64,0.65,0.65,0.57,0.24,0.38,0.46,0.46,0.55,0.87,0.55,0.45,0.54
sidekar.csv,0.0,0.49,0.0,0.0,0.81,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0
yarp0.csv,0.31,0.44,0.43,0.34,0.64,0.58,0.49,0.41,0.11,0.58,0.66,0.56,0.55,0.64,0.38,0.26,0.27
