,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.44,0.67,0.78,0.62,0.59,0.44,0.73,0.73,0.48,0.79,0.12,0.56,0.79,0.57,0.73,0.77,0.16
apertium.csv,0.65,0.27,0.27,0.31,0.53,0.36,0.4,0.05,0.48,0.83,0.8,0.06,0.17,0.44,0.1,0.0,0.53
beast-mcmc.csv,0.74,0.67,0.69,0.74,0.64,0.58,0.71,0.64,0.76,0.67,0.76,0.69,0.72,0.74,0.68,0.64,0.89
cuberok.csv,0.53,0.7,0.29,0.46,0.27,0.75,0.44,0.73,0.64,0.38,0.44,0.5,0.38,0.46,0.44,1.0,0.42
icescrum.csv,0.74,0.55,0.39,0.41,0.52,0.31,0.57,0.5,0.6,0.71,0.64,0.25,0.72,0.44,0.37,0.23,0.74
ingex.csv,0.64,0.36,0.25,0.44,0.58,0.47,0.73,0.55,0.76,0.94,0.28,0.38,0.59,0.39,0.41,0.23,0.58
jbasic.csv,0.85,0.67,0.57,0.54,0.91,0.67,0.82,0.64,0.84,0.79,0.96,0.62,0.79,0.89,0.66,0.91,0.84
jgnash.csv,0.53,0.58,0.47,0.85,0.77,0.5,0.61,0.59,0.68,0.21,0.32,0.56,0.69,0.37,0.49,0.18,0.89
jrefactory.csv,0.65,0.7,0.69,0.67,0.42,0.22,0.34,0.64,0.52,0.68,0.72,0.88,0.79,0.31,0.49,0.55,0.58
jsecurity.csv,0.35,0.52,0.25,0.72,0.14,0.61,0.37,0.27,0.64,0.21,0.2,0.31,0.41,0.22,0.22,0.14,0.21
libopenmetaverse.csv,0.98,1.0,1.0,1.0,1.0,0.58,0.99,0.68,1.0,1.0,0.96,0.94,0.9,0.8,0.78,0.27,1.0
mobicents.csv,0.83,0.76,0.47,0.46,0.56,0.75,0.67,0.91,0.64,0.98,0.68,0.94,0.9,0.72,0.68,0.91,0.84
opendvr.csv,0.71,0.58,0.41,0.49,0.59,0.94,0.62,0.41,0.8,0.6,0.4,0.31,0.76,0.96,0.44,0.73,0.58
openefm.csv,0.62,0.7,0.33,0.54,0.16,0.22,0.63,0.45,0.56,0.16,0.56,0.19,0.38,0.13,0.34,0.32,0.84
power-architect.csv,0.74,0.88,0.73,0.92,0.62,0.92,0.83,0.95,0.68,0.3,0.96,1.0,0.97,0.78,1.0,1.0,1.0
sidekar.csv,0.0,0.48,0.0,0.0,0.73,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
yarp0.csv,0.58,0.58,0.35,0.77,0.61,0.69,0.41,0.55,0.08,0.79,0.84,0.62,0.76,0.57,0.51,0.27,0.26
