,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.07,0.31,0.81,0.42,0.59
elmo.csv,0.19,0.38,0.72,0.53,0.69
mscore.csv,0.05,0.4,0.56,0.3,0.79
tolven.csv,0.04,0.53,0.72,0.53,0.91
xbplayer.csv,0.0,0.58,0.77,0.48,0.78
