,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.49,0.0,0.76,0.79,0.09
elmo.csv,0.63,0.23,0.34,0.51,0.33
mscore.csv,0.23,0.71,0.05,0.17,0.67
tolven.csv,0.23,0.49,0.72,0.73,0.37
xbplayer.csv,0.0,0.72,0.61,0.79,0.46
