,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,vars-redux.csv,httpcontentparser.csv,tart.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,xbg.csv,gdis.csv,loki-lib.csv,xqilla.csv,biopax.csv,exl.csv,crux-framework.csv
avifile.csv,0.09,0.97,0.1,0.0,0.59,0.04,0.47,0.45,0.09,0.23,0.71,0.32,0.5,0.15,0.3,0.09,0.0,0.49,0.32,0.67
baadengine.csv,0.76,0.23,0.29,0.52,0.44,0.0,0.36,0.64,0.53,0.17,0.77,0.05,0.54,0.63,0.0,0.0,0.13,0.64,0.58,0.66
biopax.csv,0.0,0.0,0.0,0.0,0.13,0.5,0.13,0.0,0.33,0.27,0.05,0.13,0.13,0.27,0.69,0.75,0.0,0.81,0.47,0.0
crux-framework.csv,0.01,0.0,0.13,0.92,0.53,0.04,0.28,0.17,0.0,0.62,0.38,0.19,0.25,0.0,0.62,0.28,0.0,0.09,0.2,0.98
dataobjectsdotnet.csv,0.43,0.33,0.0,0.89,0.18,0.79,0.63,0.61,0.69,0.66,0.52,0.56,0.57,0.77,0.0,0.65,0.72,0.51,0.58,0.72
exl.csv,0.24,0.53,0.0,0.67,0.59,0.38,0.58,0.54,0.44,0.79,0.42,0.52,0.55,0.39,0.21,0.12,0.9,0.54,0.8,0.59
gdis.csv,0.55,0.23,0.67,0.0,0.35,0.54,0.52,0.38,0.6,0.57,0.22,0.5,0.39,0.6,0.85,0.62,0.0,0.63,0.74,0.59
gogoego.csv,0.44,0.0,0.23,0.84,0.49,0.79,0.51,0.71,0.6,0.58,0.64,0.45,0.44,0.67,0.68,0.25,0.86,0.43,0.65,0.34
httpcontentparser.csv,0.27,0.22,0.36,0.0,0.05,0.09,0.55,0.59,0.79,0.44,0.54,0.5,0.41,0.29,0.0,0.42,0.73,0.61,0.48,0.64
impala.csv,0.19,0.56,0.59,0.83,0.4,0.42,0.47,0.19,0.44,0.52,0.3,0.68,0.5,0.4,0.29,0.47,0.37,0.45,0.63,0.37
jgameai.csv,0.27,0.8,0.04,0.0,0.57,0.28,0.12,0.12,0.06,0.0,0.05,0.1,0.04,0.0,0.33,0.17,0.0,0.1,0.32,0.0
loki-lib.csv,0.42,0.44,0.55,0.69,0.49,0.27,0.49,0.12,0.39,0.55,0.13,0.59,0.39,0.42,0.68,0.68,0.76,0.18,0.09,0.37
snakeyaml.csv,0.34,0.0,0.24,0.97,0.14,0.37,0.17,0.21,0.12,0.62,0.63,0.14,0.22,0.15,0.17,0.0,0.66,0.12,0.37,0.37
tart.csv,0.4,0.36,0.0,0.94,0.23,0.2,0.43,0.59,0.49,0.95,0.64,0.46,0.5,0.29,0.14,0.04,0.65,0.46,0.64,0.33
vars-redux.csv,0.4,0.41,0.0,0.83,0.22,0.64,0.63,0.74,0.69,0.58,0.65,0.57,0.42,0.43,0.47,0.12,0.75,0.54,0.76,0.36
werx.csv,0.05,0.47,0.97,0.0,0.0,0.0,0.24,0.34,0.05,0.09,0.05,0.17,0.0,0.09,0.0,0.09,0.0,0.0,0.5,0.21
xbg.csv,0.58,0.23,0.01,0.0,0.0,0.36,0.15,0.05,0.27,0.0,0.29,0.4,0.21,0.85,0.19,0.36,0.0,0.16,0.17,0.0
xqilla.csv,0.04,0.0,0.44,0.96,0.41,0.04,0.38,0.48,0.18,0.44,0.44,0.14,0.37,0.0,0.21,0.09,0.99,0.18,0.09,0.36
zealos.csv,0.19,0.24,0.05,0.0,0.23,0.71,0.16,0.1,0.12,0.0,0.0,0.0,0.04,0.0,0.43,0.04,0.0,0.0,0.02,0.36
