,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.0,0.68,0.0,0.0,0.09,0.44,0.21
l2j.csv,0.18,0.67,0.71,0.71,0.29,0.74,0.0
libmesh.csv,0.18,0.12,0.0,0.04,0.61,0.24,0.0
mvdsv.csv,0.34,0.0,0.99,0.38,0.05,0.01,0.0
nova.csv,0.78,0.33,0.34,0.2,0.35,0.19,0.59
proftp.csv,0.0,0.06,0.0,0.77,0.0,0.05,0.93
