,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,1.0,0.43,1.0,1.0,0.98,0.86,0.95
l2j.csv,0.85,0.53,0.35,0.57,0.94,0.45,1.17
libmesh.csv,0.86,0.91,1.04,1.01,0.58,0.91,1.0
mvdsv.csv,0.79,1.0,0.06,0.67,0.96,0.99,1.0
nova.csv,0.31,0.8,0.89,0.85,0.78,0.85,0.78
proftp.csv,1.0,0.95,1.0,0.38,1.01,0.96,0.27
