,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.59,0.45,0.62,0.45,0.53,0.45
ppcboot.csv,0.5,0.35,0.65,0.59,0.59,0.39
simplewebservices.csv,0.38,0.33,0.68,0.67,0.63,0.34
uwom.csv,0.46,0.53,0.5,0.48,0.55,0.61
wow-qrsk.csv,0.41,0.57,0.55,0.05,0.31,0.64
wxstudio.csv,0.18,0.15,0.45,0.65,0.06,0.2
