,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.5,1.0,0.34,0.12,0.46,0.07,0.12,0.35,0.25,0.0,0.05
freedom-erp.csv,0.05,0.0,0.29,0.0,0.13,0.0,0.03,0.99,0.12,0.0,0.0
haggle.csv,0.3,0.63,0.19,1.0,0.03,0.42,0.55,0.1,0.5,0.0,0.12
jchassis.csv,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0
jmoney.csv,0.95,0.07,0.27,0.08,0.28,0.12,0.33,0.11,0.25,0.0,0.02
jsidplay2.csv,0.55,0.22,1.0,0.26,0.67,0.4,0.48,0.99,0.5,0.0,0.32
madman.csv,0.0,0.07,0.0,0.09,0.08,0.02,0.04,0.0,1.0,0.0,0.0
matrex.csv,0.65,0.04,0.49,0.03,0.38,0.08,0.99,0.66,0.12,0.0,0.0
mediate.csv,0.5,0.26,0.49,0.36,0.95,0.28,0.55,0.87,0.0,0.0,0.4
primefaces.csv,0.45,0.85,0.44,0.61,0.23,0.79,0.48,0.0,0.12,0.0,1.0
tmva.csv,0.4,0.56,0.51,0.53,0.74,0.99,0.59,0.91,0.75,0.0,0.52
