,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.0,16.0,234.0,1.0,0.0,40.0,7.0,23.0
apolloplayer.csv,5.0,0.0,54.0,4.0,0.0,0.0,7.0,18.0
k3d.csv,1.0,0.0,490.0,4.0,0.0,0.0,84.0,183.0
kowari.csv,282.0,4.0,490.0,51.0,0.0,12.0,0.0,183.0
redshell.csv,3.0,0.0,377.0,1.0,0.0,55.0,8.0,14.0
rtb-team.csv,2.0,0.0,151.0,0.0,0.0,0.0,35.0,48.0
xreal.csv,282.0,1.0,490.0,51.0,0.0,205.0,0.0,0.0
