,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.97,0.73,0.45,0.73,0.7,0.53,0.55,0.58
apolloplayer.csv,0.98,0.81,0.71,0.86,0.85,0.6,0.72,0.75
k3d.csv,0.96,0.8,0.8,0.86,0.97,0.97,0.5,0.96
kowari.csv,0.67,0.83,0.83,0.0,0.91,0.94,0.8,0.0
redshell.csv,0.41,0.44,0.35,0.38,0.47,0.36,0.35,0.36
rtb-team.csv,0.49,0.55,0.56,0.67,0.61,0.63,0.48,0.54
xreal.csv,0.0,0.91,0.86,0.0,0.92,0.0,0.67,0.8
