,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.97,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0
chrysalis.csv,0.69,0.64,0.82,0.79,0.8,0.89,0.36,0.4,0.85
jahshaka.csv,0.51,0.82,0.38,0.25,0.6,0.64,0.36,0.31,0.85
jam-daq.csv,0.49,0.09,0.42,0.54,0.6,0.71,0.07,0.31,0.11
jatlas.csv,0.92,0.64,0.65,0.57,1.0,0.71,0.18,0.21,0.44
jedit.csv,0.74,0.64,0.72,1.0,1.0,1.0,0.79,0.42,0.96
open-media-library.csv,0.84,0.36,0.72,0.74,1.0,0.78,0.43,0.48,0.0
panda3d.csv,0.51,0.36,0.42,0.52,0.8,0.64,0.5,0.56,0.7
wheat.csv,0.31,0.45,0.72,0.51,0.8,0.84,0.68,0.4,0.11
