,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,0.03,0.69,0.58,0.68,0.49,0.75,0.92,0.6,0.68,0.41
clamav.csv,0.55,0.7,0.51,0.67,0.47,0.93,1.0,0.05,0.75,0.56
dvd-create.csv,0.77,0.83,0.69,0.69,0.04,0.7,0.85,0.7,0.8,0.67
gbif-indexingtoolkit.csv,0.78,0.67,0.81,0.68,0.8,0.0,1.0,0.8,0.81,0.61
go.csv,0.56,0.65,0.02,0.71,0.56,0.74,0.92,0.47,0.73,0.54
kwave.csv,0.73,0.75,0.98,0.0,0.79,0.74,0.91,1.0,0.9,0.94
libarchive.csv,0.53,0.71,0.54,0.66,0.75,0.81,0.75,0.64,0.62,0.08
liferea.csv,0.78,0.0,0.91,0.85,0.63,0.58,0.92,0.79,0.86,0.74
linux-ntfs.csv,0.66,0.8,0.73,0.81,0.68,0.45,0.89,0.71,0.1,0.56
mpgravity.csv,0.46,0.8,0.6,0.88,0.8,0.67,0.0,0.83,0.57,0.68
