,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.46,0.39,0.75,0.7,0.83,0.73,0.61,0.88,0.68,0.81,0.49,0.59,0.58,0.72,0.45,0.69,0.6,0.5
archive-crawler.csv,0.94,0.58,0.74,0.93,0.79,0.77,0.7,0.56,0.48,0.76,0.73,0.77,0.67,0.91,0.6,0.72,0.58,0.88
customwars.csv,0.97,0.84,0.59,0.94,0.99,0.76,0.93,0.71,0.67,0.9,0.93,0.73,0.9,0.5,0.93,0.77,0.7,0.67
gbif-providertoolkit.csv,0.79,0.83,0.67,0.92,0.98,0.92,0.93,0.75,0.89,0.84,0.65,0.89,0.75,0.75,0.88,0.86,0.98,0.75
gss.csv,0.34,0.34,0.38,0.34,0.48,0.31,0.38,0.42,0.44,0.39,0.33,0.33,0.55,0.29,0.4,0.4,0.4,0.41
heekscad.csv,0.43,0.36,0.5,0.39,0.52,0.39,0.42,0.43,0.43,0.43,0.38,0.44,0.41,0.34,0.41,0.46,0.36,0.8
ikvm.csv,0.84,0.64,0.59,0.5,0.91,0.57,0.95,0.77,0.93,0.92,0.7,0.81,0.91,0.56,0.95,0.76,0.99,0.43
jaxen.csv,0.5,0.0,0.67,0.0,0.0,0.88,0.0,0.5,0.8,0.0,0.8,0.9,0.0,0.0,0.0,0.67,0.97,0.67
jcae.csv,0.93,0.5,0.5,0.89,0.88,0.8,0.93,0.82,0.83,0.86,0.9,0.8,0.0,0.0,0.5,0.5,0.8,0.0
levent.csv,0.41,0.38,0.41,0.3,0.54,0.41,0.47,0.49,0.38,0.51,0.35,0.37,0.58,0.33,0.44,0.39,0.48,0.44
nicepress.csv,0.85,0.63,0.8,0.71,0.82,0.64,0.94,0.62,0.8,0.58,0.89,0.59,0.8,0.89,0.68,0.6,0.75,0.69
pnotepad.csv,0.43,0.35,0.35,0.29,0.44,0.33,0.42,0.39,0.4,0.39,0.31,0.32,0.46,0.28,0.42,0.41,0.43,0.39
qcad2.csv,0.69,0.71,0.5,0.56,0.82,0.51,0.61,0.56,0.71,0.78,0.62,0.54,0.7,0.47,0.65,0.81,0.6,0.8
qedo.csv,0.9,0.85,0.0,0.86,0.99,0.86,0.94,0.95,0.8,0.96,0.8,0.67,0.93,0.67,0.95,0.89,0.95,0.0
quarkplusplus.csv,0.75,0.85,0.45,0.56,0.72,0.73,0.62,0.67,0.51,0.62,0.61,0.47,0.68,0.61,0.64,0.8,0.62,0.45
sigil.csv,0.45,0.52,0.44,0.47,0.58,0.54,0.42,0.45,0.49,0.44,0.39,0.47,0.42,0.5,0.46,0.47,0.43,0.56
xcsoar.csv,0.4,0.47,0.48,0.33,0.65,0.41,0.49,0.47,0.46,0.55,0.44,0.39,0.52,0.38,0.46,0.57,0.44,0.57
xuggle.csv,0.69,0.94,0.89,0.56,0.97,0.67,0.5,0.9,0.64,0.86,0.94,0.55,0.8,0.91,0.65,0.69,0.69,0.46
