,f1,g,recall,precision,pf,wins
alembik.csv,0.29,0.27,0.23,0.45,0.2,3
chaperon.csv,0.41,0.48,0.5,0.41,0.35,11
co-ode-owl-plugins.csv,0.35,0.45,0.42,0.38,0.42,5
e-bio-flow.csv,0.29,0.31,0.27,0.5,0.17,6
free-evolution.csv,0.44,0.55,0.67,0.3,0.72,8
jaxlib.csv,0.27,0.36,0.33,0.33,0.31,0
jmonkeyengine.csv,0.33,0.5,0.59,0.26,0.62,4
jmule.csv,0.42,0.56,0.7,0.28,0.57,10
kaffeine.csv,0.47,0.65,0.79,0.32,0.61,12
nodal.csv,0.39,0.41,0.45,0.35,0.25,9
ogrehg.csv,0.34,0.46,0.5,0.35,0.44,7
onotoa.csv,0.34,0.27,0.23,0.35,0.19,2
papertoolkit.csv,0.27,0.3,0.27,0.33,0.19,1
