,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.32,0.28,0.2,0.19,0.23,0.2,0.33,0.1,0.03,0.21,0.0,0.2,0.14,0.03
chaperon.csv,0.09,0.35,0.71,0.58,0.0,0.27,0.45,0.62,0.08,0.25,0.44,1.0,0.33,0.29,0.55
co-ode-owl-plugins.csv,0.09,0.87,0.07,0.42,0.56,0.65,0.61,0.65,0.5,0.16,0.63,0.0,0.12,0.32,0.0
e-bio-flow.csv,0.0,0.52,0.12,0.16,0.31,0.19,0.08,0.23,0.54,0.21,0.29,0.0,0.15,0.11,0.17
free-evolution.csv,0.27,0.77,0.73,0.92,0.5,0.73,0.43,0.92,0.21,0.75,0.79,0.0,0.37,0.44,0.72
jaxlib.csv,0.0,0.32,0.23,0.06,0.69,0.31,0.13,0.06,0.73,0.7,0.31,0.0,0.38,0.32,0.07
jmonkeyengine.csv,0.73,0.65,0.46,0.2,0.62,0.67,0.7,0.15,0.67,0.51,0.44,1.0,0.45,0.87,0.52
jmule.csv,0.18,0.65,0.77,0.86,0.75,0.58,0.54,0.96,0.71,0.57,0.49,0.0,0.47,0.41,0.1
kaffeine.csv,0.09,0.48,0.61,0.68,1.0,0.65,0.75,0.94,0.58,0.73,0.5,0.0,0.72,0.57,0.48
nodal.csv,0.73,0.16,0.21,0.5,0.62,0.31,0.73,0.73,0.25,0.19,0.22,0.0,0.1,0.59,0.03
ogrehg.csv,0.0,0.61,0.45,0.44,0.44,0.73,0.28,0.65,0.31,0.13,0.5,1.0,0.28,0.19,0.28
onotoa.csv,0.0,0.45,0.08,0.4,0.44,0.56,0.59,0.33,0.25,0.05,0.18,0.0,0.18,0.19,0.0
papertoolkit.csv,0.0,0.23,0.36,0.12,0.19,0.42,0.23,0.67,0.06,0.1,0.5,0.0,0.18,0.07,0.34
