,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,1.0,0.64,0.07,0.41,0.85,0.45,0.54,0.06,0.0,0.6,0.0,1.0,0.08,0.35,0.8
chaperon.csv,0.97,0.48,0.07,0.29,1.0,0.3,0.41,0.03,0.5,0.41,0.02,0.99,0.05,0.11,0.47
co-ode-owl-plugins.csv,0.94,0.41,0.67,0.16,0.85,0.4,0.4,0.06,0.04,0.38,0.01,1.0,0.12,0.29,0.0
e-bio-flow.csv,1.0,0.5,0.08,0.5,0.83,0.67,0.68,0.08,0.0,0.28,0.03,1.0,0.0,0.43,0.5
free-evolution.csv,0.9,0.45,0.09,0.25,0.83,0.36,0.45,0.04,0.23,0.3,0.01,1.0,0.04,0.29,0.43
jaxlib.csv,1.0,0.33,0.38,0.25,0.84,0.3,0.6,0.4,0.05,0.24,0.0,1.0,0.04,0.33,0.5
jmonkeyengine.csv,0.84,0.26,0.16,0.52,0.81,0.33,0.42,0.12,0.09,0.26,0.0,0.99,0.1,0.21,0.29
jmule.csv,0.88,0.49,0.17,0.27,0.79,0.41,0.45,0.04,0.03,0.28,0.02,1.0,0.07,0.28,0.87
kaffeine.csv,0.98,0.52,0.11,0.32,0.78,0.4,0.4,0.04,0.1,0.3,0.02,1.0,0.07,0.27,0.58
nodal.csv,0.74,0.62,0.1,0.31,0.8,0.41,0.35,0.05,0.08,0.54,0.0,1.0,0.14,0.19,0.83
ogrehg.csv,1.0,0.42,0.27,0.35,0.83,0.37,0.61,0.03,0.06,0.2,0.0,0.99,0.11,0.35,0.27
onotoa.csv,1.0,0.46,0.63,0.29,0.87,0.29,0.4,0.0,0.0,0.57,0.0,1.0,0.0,0.35,0.0
papertoolkit.csv,1.0,0.53,0.18,0.33,0.86,0.27,0.49,0.03,0.0,0.33,0.0,1.0,0.21,0.3,0.47
