,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.0,1.0,0.0,0.0,2.0,14.0,8.0,3.0,0.0,0.0,2.0
azureus.csv,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
forester-atv.csv,0.0,0.0,0.0,0.0,99.0,51.0,9.0,0.0,1.0,0.0,0.0
gabel.csv,0.0,65.0,61.0,106.0,0.0,51.0,216.0,0.0,0.0,0.0,110.0
google-collections.csv,0.0,3.0,0.0,0.0,20.0,9.0,22.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.0,3.0,1.0,0.0,3.0,6.0,9.0,2.0,2.0,0.0,0.0
mycila.csv,0.0,4.0,11.0,0.0,24.0,0.0,0.0,3.0,4.0,0.0,1.0
neodatis-odb.csv,0.0,3.0,0.0,0.0,32.0,4.0,23.0,0.0,0.0,0.0,0.0
pokenetonline.csv,0.0,0.0,4.0,1.0,7.0,1.0,24.0,0.0,3.0,0.0,0.0
rcp-company-uibindings.csv,0.0,3.0,0.0,0.0,6.0,7.0,2.0,0.0,1.0,0.0,0.0
servicestack.csv,0.0,1.0,3.0,0.0,5.0,12.0,30.0,3.0,0.0,0.0,1.0
