,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.71,0.91,0.43,0.62,0.93,0.76,0.63,0.72,0.92,0.86,0.68,0.61,0.66,0.47,0.94,1.03,0.62,0.52
arm-webradio.csv,0.78,0.55,1.0,0.72,0.69,0.78,0.91,0.29,0.81,0.93,1.0,0.68,0.83,0.66,0.74,1.03,1.02,0.36
bwapi.csv,1.01,0.93,0.96,0.98,0.8,0.98,0.96,1.14,0.85,0.7,1.0,0.93,0.95,1.0,0.6,0.33,0.86,1.0
co-ode-owl-plugins.csv,0.52,0.48,0.46,0.38,0.61,0.69,0.81,0.33,0.38,0.94,0.97,0.6,0.75,0.99,0.46,0.69,0.25,0.24
firebreath.csv,0.66,0.56,0.46,0.5,0.46,0.53,0.95,0.89,0.77,0.63,0.96,0.88,0.85,0.45,0.78,0.87,0.86,0.83
frogatto.csv,0.45,0.72,0.84,0.59,0.58,0.59,0.76,1.04,0.66,0.48,0.97,0.53,0.68,0.98,0.37,1.01,0.5,0.73
gretl.csv,0.95,1.0,0.92,0.96,1.0,0.98,0.97,0.99,1.0,1.0,0.98,0.93,1.0,0.89,1.0,1.0,0.99,0.91
jasperreports.csv,0.83,0.91,0.67,0.87,0.84,0.76,0.82,0.85,0.96,0.93,0.7,0.83,0.74,0.65,0.92,0.98,0.92,1.03
konversation.csv,0.97,1.0,1.0,1.0,0.98,0.95,0.95,1.0,1.0,0.93,0.88,0.97,0.92,0.96,1.0,0.98,0.72,1.0
linuxsh.csv,0.81,0.73,0.42,0.93,0.52,0.88,1.0,0.95,0.42,0.82,1.0,0.91,0.95,1.0,0.87,0.91,1.0,1.0
moviesandbox.csv,0.86,0.73,0.55,0.71,0.44,0.65,0.91,0.41,0.49,0.72,0.94,0.86,0.96,1.02,0.68,0.94,0.56,0.83
ontomorphtab.csv,0.43,1.0,0.93,0.89,1.0,0.94,0.92,1.03,0.85,0.72,0.95,0.94,1.0,0.35,0.97,0.72,1.06,1.01
opengs.csv,0.64,0.55,0.44,0.51,0.57,0.6,0.9,0.5,0.34,0.73,1.0,0.85,0.9,0.91,0.71,0.83,0.25,0.97
scite-ru.csv,0.56,0.65,0.49,0.4,0.7,0.64,0.81,0.5,0.56,0.87,0.75,0.65,0.83,0.99,0.5,0.95,0.45,0.52
tokratan.csv,1.0,1.0,0.43,0.96,0.9,0.97,0.9,1.0,1.0,0.87,1.0,0.94,0.99,1.0,0.97,0.96,0.57,1.0
vrjuggler.csv,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0
wxcode.csv,0.94,1.0,0.5,0.78,0.86,0.98,0.86,1.0,1.0,0.73,1.0,0.8,0.85,0.77,0.94,0.96,0.57,0.97
xuggle.csv,0.89,0.59,0.42,0.7,0.55,0.77,0.86,0.95,0.79,0.81,1.0,0.49,0.63,0.53,0.53,0.95,0.35,0.53
