,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.35,0.76,0.74,0.6,0.47,0.17,0.55,0.71,0.64,0.68,0.45,0.68,0.64,0.52,0.54,0.59,0.67,0.0,0.45,0.44
apertium.csv,0.77,0.21,0.58,0.6,0.61,0.37,0.58,0.03,0.79,0.24,0.0,0.32,0.42,0.96,0.08,0.76,0.5,0.12,0.04,0.41
beast-mcmc.csv,0.0,0.12,0.39,0.17,0.11,0.4,0.23,0.14,0.32,0.12,0.55,0.32,0.66,0.46,0.12,0.27,0.33,0.33,0.17,0.47
bigdata.csv,0.34,0.13,0.37,0.56,0.84,0.69,0.33,0.86,0.51,0.98,0.26,0.66,0.32,0.35,0.92,0.0,0.4,0.98,0.72,0.12
cuberok.csv,0.55,0.4,0.87,0.57,0.45,0.49,0.54,0.03,0.4,0.52,0.67,0.53,0.44,0.88,0.5,0.41,0.8,0.36,0.83,0.53
exist.csv,0.11,0.21,0.16,0.09,0.11,0.37,0.15,0.0,0.23,0.08,0.19,0.16,0.02,0.39,0.08,0.41,0.27,0.09,0.26,0.16
icescrum.csv,0.17,0.12,0.18,0.11,0.16,0.2,0.19,0.26,0.25,0.33,0.17,0.11,0.13,0.49,0.04,0.08,0.6,0.15,0.15,0.0
jbasic.csv,0.19,0.25,0.53,0.7,0.39,0.23,0.5,0.43,0.52,0.06,0.45,0.58,0.75,0.5,0.21,0.49,0.3,0.26,0.62,0.41
jgnash.csv,0.17,0.09,0.16,0.08,0.16,0.4,0.17,0.17,0.0,0.12,0.03,0.16,0.33,0.22,0.25,0.22,0.37,0.53,0.09,0.47
jrefactory.csv,0.43,0.57,0.0,0.57,0.47,0.46,0.37,0.17,0.43,0.71,0.6,0.24,0.41,0.42,0.42,0.35,0.73,0.11,0.08,0.41
jsecurity.csv,0.39,0.79,0.45,0.01,0.16,0.51,0.41,0.57,0.56,0.08,0.57,0.39,0.55,0.32,0.21,0.54,0.23,0.47,0.4,0.16
libopenmetaverse.csv,0.95,0.94,0.84,0.96,0.92,0.0,0.92,0.86,0.82,0.94,0.79,0.82,0.46,0.87,0.96,0.84,1.0,0.68,0.94,0.97
mobicents.csv,0.3,0.33,0.39,0.23,0.24,0.43,0.0,0.51,0.4,0.44,0.38,0.24,0.54,0.57,0.04,0.27,0.47,0.47,0.17,0.53
mp-rechnungs-und-kundenverwaltung.csv,0.24,0.16,0.32,0.31,0.05,0.43,0.17,0.31,0.16,0.27,0.34,0.37,0.34,0.0,0.46,0.35,0.13,0.62,0.72,0.25
opendvr.csv,0.8,0.79,0.76,0.79,0.76,0.86,0.64,0.77,0.82,0.71,0.57,0.5,0.68,0.89,0.67,0.92,0.47,0.8,0.02,0.75
openefm.csv,0.44,0.01,0.63,0.73,0.32,0.29,0.42,0.26,0.59,0.33,0.84,0.37,0.55,0.6,0.33,0.62,0.6,0.56,0.42,0.28
sidekar.csv,0.61,0.3,0.79,0.4,0.03,0.57,0.55,0.51,0.59,0.52,0.34,0.26,0.39,0.78,0.46,0.62,0.87,0.45,0.36,0.59
wheat.csv,0.48,0.61,0.53,0.4,0.53,0.63,0.61,0.6,0.62,0.18,0.43,0.42,0.29,0.67,0.04,0.3,0.63,0.48,0.25,0.31
wsmt.csv,0.05,0.12,0.0,0.09,0.0,0.17,0.08,0.09,0.04,0.02,0.24,0.18,0.11,0.0,0.12,0.16,0.03,0.06,0.21,0.0
yarp0.csv,0.48,0.46,0.08,0.35,0.32,0.23,0.28,0.26,0.02,0.79,0.28,0.0,0.31,0.31,0.46,0.11,0.43,0.65,0.53,0.28
