,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,8.0,1.0,0.0,11.0,1.0,0.0,0.0,2.0,56.0,0.0,18.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
apertium.csv,6.0,0.0,1.0,9.0,1.0,2.0,1.0,1.0,44.0,1.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
beast-mcmc.csv,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,10.0,1.0,19.0,1.0,16.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0
bigdata.csv,7.0,4.0,1.0,16.0,1.0,1.0,7.0,3.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
cuberok.csv,16.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,17.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0
exist.csv,0.0,2.0,2.0,3.0,1.0,0.0,0.0,56.0,6.0,1.0,0.0,1.0,0.0,6.0,2.0,0.0,5.0,0.0,9.0,1.0
icescrum.csv,4.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,1.0,4.0,2.0,7.0,0.0,0.0,2.0,1.0,1.0,0.0
jbasic.csv,5.0,10.0,0.0,10.0,1.0,0.0,0.0,2.0,42.0,0.0,5.0,3.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
jgnash.csv,6.0,1.0,6.0,0.0,1.0,0.0,1.0,5.0,0.0,4.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,2.0,5.0,1.0
jrefactory.csv,5.0,4.0,0.0,5.0,1.0,3.0,0.0,1.0,44.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,74.0,9.0
jsecurity.csv,11.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,2.0,9.0,2.0,9.0,0.0,2.0,0.0,0.0,2.0,6.0,2.0
libopenmetaverse.csv,12.0,1.0,0.0,11.0,1.0,0.0,0.0,4.0,65.0,0.0,8.0,3.0,7.0,0.0,0.0,0.0,1.0,2.0,8.0,3.0
mobicents.csv,14.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,26.0,9.0,15.0,4.0,7.0,7.0,0.0,0.0,0.0,2.0,0.0,9.0
mp-rechnungs-und-kundenverwaltung.csv,21.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,10.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
opendvr.csv,14.0,1.0,0.0,9.0,1.0,0.0,0.0,3.0,55.0,0.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
openefm.csv,9.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,42.0,1.0,8.0,2.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
sidekar.csv,7.0,1.0,5.0,0.0,0.0,2.0,3.0,1.0,22.0,2.0,2.0,3.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0
wheat.csv,10.0,1.0,0.0,6.0,1.0,0.0,0.0,6.0,26.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
wsmt.csv,4.0,1.0,0.0,7.0,101.0,0.0,0.0,2.0,4.0,0.0,1.0,4.0,2.0,148.0,1.0,1.0,0.0,2.0,7.0,0.0
yarp0.csv,9.0,7.0,1.0,16.0,0.0,1.0,0.0,6.0,3.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0
