,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.38,0.32,0.58,0.16,0.58,0.62,0.55,0.34,0.15,0.48,0.19,0.33,0.6,0.37,0.48,0.88,0.46,1.0,0.23,0.5
apertium.csv,0.29,0.56,0.5,0.21,0.69,0.52,0.49,0.5,0.13,0.65,1.0,0.25,0.58,0.31,0.5,0.87,0.38,0.38,0.5,0.41
beast-mcmc.csv,1.0,0.67,0.61,0.32,0.84,0.55,0.64,0.69,0.19,0.62,0.16,0.37,0.59,0.39,0.4,0.92,0.33,0.46,0.44,0.48
bigdata.csv,0.39,0.36,0.62,0.25,0.66,0.52,0.57,0.38,0.19,0.49,0.25,0.29,0.65,0.38,0.5,1.0,0.54,0.38,0.3,0.6
cuberok.csv,0.31,0.43,0.48,0.24,0.75,0.51,0.58,0.96,0.26,0.57,0.34,0.26,0.68,0.31,0.48,0.91,0.37,0.37,0.3,0.45
exist.csv,0.64,0.46,0.68,0.43,0.83,0.64,0.72,0.0,0.2,0.67,0.35,0.33,0.98,0.37,0.5,0.89,0.2,0.65,0.22,0.67
icescrum.csv,0.57,0.56,0.7,0.32,0.79,0.53,0.69,0.5,0.23,0.67,0.38,0.43,0.72,0.38,0.75,0.97,0.28,0.57,0.33,1.0
jbasic.csv,0.46,0.32,0.62,0.14,0.62,0.5,0.52,0.35,0.16,0.94,0.3,0.35,0.48,0.29,0.29,0.87,0.31,0.51,0.27,0.41
jgnash.csv,0.29,0.54,0.5,0.33,0.6,0.46,0.56,0.4,1.0,0.53,0.5,0.45,0.58,0.33,0.6,0.88,0.21,0.31,0.17,0.38
jrefactory.csv,0.24,0.25,1.0,0.09,0.5,0.57,0.52,0.45,0.09,0.43,0.22,0.31,0.56,0.42,0.5,0.88,0.56,0.36,0.0,0.43
jsecurity.csv,0.27,0.32,0.59,0.95,0.74,0.5,0.55,0.38,0.14,0.67,0.25,0.25,0.59,0.42,0.69,0.88,0.36,0.47,0.19,0.64
libopenmetaverse.csv,0.25,0.3,0.59,0.17,0.64,1.0,0.51,0.33,0.16,0.5,0.32,0.31,0.59,0.33,0.45,0.87,0.52,0.44,0.22,0.35
mobicents.csv,0.38,0.46,0.71,0.26,0.76,0.55,1.0,0.51,0.17,0.55,0.21,0.47,0.61,0.36,0.8,0.93,0.3,0.47,0.36,0.43
mp-rechnungs-und-kundenverwaltung.csv,0.26,0.42,0.66,0.24,0.85,0.53,0.68,0.45,0.18,0.54,0.23,0.36,0.6,1.0,0.45,0.85,0.69,0.39,0.32,0.53
opendvr.csv,0.24,0.25,0.59,0.17,0.65,0.49,0.52,0.27,0.12,0.4,0.34,0.32,0.54,0.28,0.58,0.85,0.36,0.32,0.95,0.38
openefm.csv,0.37,0.97,0.54,0.17,0.75,0.52,0.6,0.4,0.16,0.57,0.28,0.3,0.57,0.36,0.65,0.88,0.42,0.4,0.31,0.59
sidekar.csv,0.33,0.38,0.52,0.31,0.98,0.55,0.56,0.49,0.21,0.58,0.33,0.44,0.66,0.34,0.48,0.88,0.4,0.43,0.39,0.47
wheat.csv,0.35,0.31,0.66,0.26,0.7,0.45,0.52,0.38,0.14,0.67,0.36,0.24,0.66,0.26,0.96,0.93,0.55,0.42,0.35,0.5
wsmt.csv,0.56,0.58,1.0,0.21,0.0,0.6,0.59,0.67,0.25,0.5,0.18,0.3,0.47,0.0,0.73,0.85,0.97,0.6,0.27,1.0
yarp0.csv,0.24,0.31,0.67,0.19,0.66,0.6,0.49,0.18,0.25,0.4,0.3,1.0,0.4,0.36,0.52,0.92,0.58,0.37,0.26,0.36
