,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.46,0.44,0.66,0.25,0.47,0.38,0.59,0.43,0.25,0.56,0.21,0.47,0.66,0.47,0.45,0.73,0.47,0.99,0.26,0.6
apertium.csv,0.43,0.55,0.46,0.32,0.74,0.44,0.52,0.08,0.22,0.55,1.0,0.25,0.51,0.47,0.12,0.78,0.31,0.19,0.15,0.44
beast-mcmc.csv,0.94,0.56,0.52,0.32,0.47,0.51,0.49,0.58,0.27,0.31,0.19,0.4,0.66,0.48,0.12,0.61,0.2,0.46,0.37,0.58
bigdata.csv,0.47,0.21,0.52,0.39,0.78,0.6,0.48,0.51,0.29,0.65,0.22,0.39,0.54,0.42,0.61,1.0,0.46,0.54,0.42,0.41
cuberok.csv,0.43,0.5,0.53,0.36,0.76,0.51,0.64,0.98,0.39,0.64,0.48,0.33,0.69,0.46,0.43,0.71,0.38,0.35,0.45,0.56
exist.csv,0.58,0.41,0.37,0.36,0.44,0.64,0.48,0.0,0.24,0.26,0.29,0.24,0.97,0.42,0.12,0.6,0.09,0.38,0.2,0.59
icescrum.csv,0.59,0.39,0.43,0.27,0.48,0.31,0.52,0.45,0.31,0.68,0.29,0.26,0.38,0.48,0.19,0.47,0.23,0.41,0.24,1.0
jbasic.csv,0.45,0.28,0.63,0.22,0.48,0.31,0.51,0.36,0.26,0.94,0.35,0.48,0.51,0.35,0.11,0.6,0.17,0.47,0.36,0.44
jgnash.csv,0.22,0.3,0.19,0.23,0.23,0.39,0.3,0.25,0.98,0.22,0.14,0.37,0.43,0.28,0.42,0.35,0.12,0.35,0.07,0.42
jrefactory.csv,0.29,0.31,1.0,0.14,0.36,0.58,0.44,0.3,0.13,0.48,0.29,0.28,0.46,0.51,0.42,0.52,0.66,0.15,0.0,0.48
jsecurity.csv,0.31,0.45,0.52,0.95,0.39,0.5,0.52,0.44,0.22,0.26,0.32,0.28,0.59,0.46,0.5,0.68,0.17,0.55,0.21,0.55
libopenmetaverse.csv,0.39,0.44,0.72,0.29,0.77,0.93,0.66,0.45,0.28,0.66,0.47,0.46,0.53,0.48,0.54,0.83,0.66,0.58,0.33,0.51
mobicents.csv,0.43,0.51,0.71,0.3,0.57,0.52,0.98,0.64,0.25,0.56,0.23,0.48,0.62,0.48,0.24,0.65,0.22,0.55,0.28,0.53
mp-rechnungs-und-kundenverwaltung.csv,0.24,0.31,0.53,0.3,0.29,0.5,0.46,0.43,0.19,0.41,0.24,0.42,0.47,0.97,0.38,0.4,0.37,0.48,0.46,0.5
opendvr.csv,0.36,0.35,0.68,0.28,0.73,0.61,0.58,0.34,0.2,0.44,0.45,0.41,0.57,0.41,0.67,0.77,0.28,0.42,0.95,0.52
openefm.csv,0.48,0.99,0.54,0.28,0.64,0.39,0.61,0.32,0.25,0.51,0.41,0.33,0.56,0.48,0.59,0.73,0.39,0.49,0.37,0.63
sidekar.csv,0.46,0.37,0.58,0.44,0.98,0.6,0.61,0.6,0.33,0.65,0.36,0.47,0.61,0.5,0.41,0.72,0.44,0.49,0.45,0.62
wheat.csv,0.47,0.39,0.7,0.36,0.72,0.47,0.58,0.46,0.23,0.48,0.44,0.27,0.53,0.35,0.96,0.68,0.6,0.48,0.33,0.51
wsmt.csv,0.24,0.42,0.04,0.14,0.0,0.35,0.19,0.39,0.12,0.03,0.14,0.23,0.12,0.0,0.41,0.22,0.97,0.24,0.22,0.19
yarp0.csv,0.3,0.36,0.2,0.25,0.46,0.43,0.33,0.12,0.07,0.47,0.29,1.0,0.22,0.37,0.47,0.29,0.55,0.46,0.33,0.3
