,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.58,0.73,0.76,0.51,0.39,0.28,0.64,0.59,0.68,0.67,0.24,0.81,0.73,0.66,0.43,0.63,0.49,0.98,0.32,0.74
apertium.csv,0.83,0.55,0.43,0.69,0.8,0.39,0.54,0.05,0.68,0.48,1.0,0.25,0.45,0.96,0.07,0.71,0.26,0.12,0.09,0.47
beast-mcmc.csv,0.89,0.48,0.45,0.33,0.33,0.47,0.39,0.5,0.44,0.21,0.24,0.44,0.73,0.64,0.07,0.45,0.14,0.46,0.32,0.74
bigdata.csv,0.58,0.15,0.45,0.82,0.95,0.72,0.41,0.82,0.68,0.98,0.2,0.62,0.46,0.47,0.79,1.0,0.4,0.95,0.73,0.32
cuberok.csv,0.67,0.61,0.59,0.77,0.78,0.5,0.72,1.0,0.8,0.73,0.8,0.44,0.7,0.87,0.39,0.58,0.4,0.34,0.86,0.74
exist.csv,0.53,0.36,0.25,0.31,0.3,0.64,0.36,0.0,0.32,0.16,0.24,0.19,0.96,0.49,0.07,0.46,0.06,0.27,0.18,0.53
icescrum.csv,0.61,0.3,0.31,0.23,0.34,0.22,0.42,0.41,0.44,0.7,0.24,0.19,0.26,0.66,0.11,0.31,0.2,0.32,0.18,1.0
jbasic.csv,0.44,0.24,0.65,0.51,0.39,0.22,0.51,0.36,0.6,0.95,0.44,0.75,0.54,0.45,0.07,0.46,0.11,0.44,0.55,0.47
jgnash.csv,0.18,0.21,0.12,0.18,0.14,0.33,0.2,0.18,0.96,0.14,0.08,0.31,0.34,0.23,0.32,0.22,0.09,0.39,0.05,0.47
jrefactory.csv,0.36,0.39,1.0,0.26,0.28,0.58,0.38,0.23,0.24,0.56,0.4,0.25,0.39,0.66,0.36,0.37,0.8,0.1,0.0,0.53
jsecurity.csv,0.38,0.76,0.47,0.95,0.27,0.5,0.48,0.55,0.52,0.16,0.44,0.31,0.6,0.51,0.39,0.55,0.11,0.66,0.23,0.47
libopenmetaverse.csv,0.85,0.82,0.92,0.87,0.97,0.86,0.93,0.68,0.92,0.97,0.88,0.88,0.49,0.91,0.68,0.79,0.91,0.85,0.64,0.89
mobicents.csv,0.5,0.58,0.71,0.36,0.45,0.5,0.97,0.86,0.48,0.57,0.24,0.5,0.63,0.7,0.14,0.5,0.17,0.66,0.23,0.68
mp-rechnungs-und-kundenverwaltung.csv,0.23,0.24,0.45,0.41,0.17,0.47,0.35,0.41,0.2,0.33,0.24,0.5,0.38,0.94,0.32,0.26,0.26,0.63,0.82,0.47
opendvr.csv,0.68,0.55,0.8,0.72,0.84,0.81,0.65,0.45,0.64,0.49,0.68,0.56,0.61,0.77,0.79,0.71,0.23,0.61,0.95,0.79
openefm.csv,0.7,1.0,0.55,0.67,0.56,0.31,0.61,0.27,0.64,0.46,0.76,0.38,0.55,0.72,0.54,0.62,0.37,0.61,0.45,0.68
sidekar.csv,0.79,0.36,0.65,0.77,0.98,0.67,0.67,0.77,0.88,0.75,0.4,0.5,0.56,0.89,0.36,0.6,0.49,0.56,0.55,0.89
wheat.csv,0.7,0.55,0.75,0.59,0.73,0.5,0.64,0.59,0.6,0.38,0.56,0.31,0.44,0.51,0.96,0.54,0.66,0.56,0.32,0.53
wsmt.csv,0.15,0.33,0.02,0.1,0.0,0.25,0.11,0.27,0.08,0.02,0.12,0.19,0.07,0.0,0.29,0.13,0.97,0.15,0.18,0.11
yarp0.csv,0.39,0.42,0.12,0.36,0.36,0.33,0.25,0.09,0.04,0.56,0.28,1.0,0.15,0.38,0.43,0.17,0.51,0.61,0.45,0.26
