,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.55,0.81,0.77,0.78,0.77,0.74,0.66,0.82,0.72,0.76,0.88,0.71,0.69,0.62,0.79,0.7,0.84,0.02,0.82,0.51
apertium.csv,0.78,0.5,0.81,0.67,0.64,0.72,0.74,0.95,0.86,0.58,0.0,0.81,0.7,0.96,0.93,0.81,0.9,0.89,0.91,0.66
beast-mcmc.csv,0.11,0.53,0.68,0.69,0.68,0.66,0.65,0.52,0.65,0.8,0.94,0.65,0.71,0.59,0.94,0.61,0.92,0.63,0.7,0.54
bigdata.csv,0.54,0.86,0.66,0.59,0.84,0.74,0.67,0.88,0.6,0.98,0.84,0.76,0.63,0.64,0.94,0.0,0.72,0.99,0.77,0.7
cuberok.csv,0.64,0.56,0.96,0.61,0.5,0.7,0.61,0.03,0.45,0.58,0.7,0.77,0.53,0.89,0.79,0.58,1.0,0.75,0.84,0.59
exist.csv,0.48,0.67,0.76,0.7,0.71,0.52,0.66,1.0,0.72,0.84,0.78,0.83,0.04,0.64,0.93,0.68,0.98,0.74,0.86,0.5
icescrum.csv,0.43,0.71,0.71,0.78,0.67,0.8,0.61,0.64,0.61,0.45,0.78,0.82,0.75,0.6,0.89,0.7,1.0,0.7,0.83,0.0
jbasic.csv,0.59,0.8,0.63,0.86,0.73,0.81,0.7,0.77,0.66,0.08,0.72,0.63,0.88,0.75,0.95,0.73,0.94,0.62,0.77,0.66
jgnash.csv,0.84,0.79,0.9,0.82,0.87,0.78,0.81,0.84,0.04,0.87,0.92,0.71,0.74,0.8,0.72,0.81,0.99,0.81,0.96,0.7
jrefactory.csv,0.77,0.83,0.0,0.94,0.86,0.62,0.72,0.79,0.88,0.84,0.85,0.79,0.73,0.54,0.77,0.72,0.76,0.91,1.0,0.62
jsecurity.csv,0.73,0.83,0.69,0.05,0.75,0.72,0.66,0.73,0.74,0.84,0.8,0.79,0.68,0.59,0.64,0.7,0.92,0.58,0.87,0.55
libopenmetaverse.csv,0.96,0.96,0.85,0.97,0.92,0.14,0.92,0.91,0.82,0.94,0.8,0.83,0.69,0.88,1.01,0.86,1.0,0.7,1.01,0.97
mobicents.csv,0.58,0.54,0.49,0.68,0.6,0.66,0.03,0.53,0.66,0.61,0.85,0.55,0.65,0.64,0.86,0.57,0.95,0.58,0.79,0.62
mp-rechnungs-und-kundenverwaltung.csv,0.81,0.78,0.63,0.67,0.83,0.68,0.67,0.67,0.82,0.72,0.83,0.62,0.7,0.06,0.82,0.81,0.75,0.72,0.74,0.58
opendvr.csv,0.86,0.91,0.79,0.84,0.78,0.88,0.73,0.94,0.9,0.87,0.65,0.66,0.79,0.92,0.7,0.96,0.9,0.89,0.05,0.78
openefm.csv,0.54,0.01,0.78,0.81,0.54,0.75,0.57,0.77,0.69,0.63,0.88,0.73,0.71,0.66,0.57,0.73,0.87,0.68,0.69,0.42
sidekar.csv,0.64,0.7,0.86,0.46,0.03,0.66,0.64,0.56,0.6,0.57,0.69,0.57,0.58,0.79,0.79,0.74,1.01,0.63,0.58,0.6
wheat.csv,0.57,0.76,0.58,0.57,0.59,0.8,0.71,0.73,0.74,0.65,0.62,0.81,0.63,0.83,0.05,0.55,0.72,0.65,0.72,0.57
wsmt.csv,0.85,0.68,0.98,0.9,1.0,0.77,0.89,0.73,0.92,0.98,0.91,0.83,0.93,1.0,0.73,0.89,0.04,0.86,0.84,0.89
yarp0.csv,0.77,0.74,0.89,0.73,0.71,0.7,0.8,0.94,0.96,0.9,0.77,0.0,0.9,0.69,0.73,0.84,0.65,0.76,0.76,0.79
