,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.57,0.84,0.08,0.54,0.72,0.69,0.74,0.58,0.71,0.45,0.72,0.97,0.66,0.47,0.61
amateur-scrolls.csv,0.68,0.94,0.68,0.05,0.63,0.7,0.77,0.67,0.55,0.57,0.9,0.42,0.73,0.93,0.5
biopax.csv,0.63,0.9,0.92,0.65,0.71,0.88,0.8,0.76,0.77,0.98,0.79,0.67,0.05,0.55,0.99
crux-framework.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
exl.csv,0.53,0.77,0.7,0.48,0.55,0.66,0.73,0.38,0.44,0.69,0.57,0.5,0.38,0.02,0.62
ikvm.csv,0.77,0.0,0.72,0.88,0.85,0.74,0.73,0.8,0.67,0.85,0.65,0.88,0.68,0.95,0.39
irrlicht.csv,0.92,0.61,0.69,0.86,0.85,0.06,0.79,0.66,0.72,0.92,0.84,0.94,0.71,0.85,0.99
les-indemodables.csv,0.55,0.65,0.59,0.61,0.55,0.75,0.61,0.45,0.71,0.55,0.63,0.04,0.77,0.47,0.61
lportal.csv,0.98,0.67,0.89,0.9,0.92,0.8,0.77,1.04,0.93,0.17,0.78,0.77,0.96,1.06,1.0
ns-3-dev-def-routing.csv,0.47,0.61,0.87,0.86,0.75,0.74,0.71,0.56,0.89,0.62,0.01,0.59,0.73,0.58,0.51
qpe.csv,0.21,0.69,0.79,0.84,0.83,0.81,0.98,0.94,0.77,0.8,0.78,0.93,1.1,1.07,0.68
sigil.csv,0.47,0.8,0.57,0.59,0.41,0.84,0.57,0.04,0.53,0.59,0.55,0.64,0.52,0.41,0.56
ultimairis.csv,0.82,0.77,0.87,0.57,0.71,0.85,0.13,0.73,0.89,0.9,0.77,0.78,0.81,0.7,0.94
unflobtactical.csv,0.47,0.75,0.51,0.63,0.03,0.6,0.78,0.32,0.92,0.55,0.62,0.71,0.59,0.87,0.5
xbg.csv,0.77,0.95,0.93,0.95,0.89,0.93,0.9,0.89,0.0,0.86,0.84,0.87,0.96,1.0,1.0
