,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.11,0.43,0.97,0.41,0.57,0.8,0.48,0.67,0.14,0.08,0.39,0.36,0.8,0.96,0.04
amateur-scrolls.csv,0.18,0.22,0.31,1.0,0.74,0.83,0.33,0.7,0.24,0.06,0.28,0.66,0.95,0.75,0.05
biopax.csv,0.11,0.43,0.29,0.39,0.6,0.78,0.33,0.65,0.14,0.04,0.42,0.44,0.99,0.84,0.03
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.12,0.42,0.31,0.44,0.68,0.81,0.35,0.85,0.28,0.05,0.48,0.5,0.98,1.0,0.04
ikvm.csv,0.07,1.0,0.4,0.23,0.45,0.82,0.59,0.57,0.19,0.04,0.48,0.29,0.89,0.54,0.08
irrlicht.csv,0.08,0.53,0.3,0.3,0.61,0.98,0.33,0.65,0.15,0.04,0.42,0.35,0.79,0.77,0.01
les-indemodables.csv,0.12,0.46,0.4,0.43,0.77,0.76,0.39,0.83,0.14,0.06,0.46,0.95,0.76,0.96,0.04
lportal.csv,0.02,0.57,0.17,0.18,0.37,0.74,0.29,0.07,0.06,0.98,0.35,0.32,0.62,0.62,0.0
ns-3-dev-def-routing.csv,0.14,0.5,0.18,0.38,0.58,0.83,0.58,0.8,0.1,0.08,0.99,0.45,0.95,0.9,0.05
qpe.csv,1.0,0.47,0.25,0.29,0.5,0.75,0.28,0.38,0.11,0.09,0.34,0.2,0.66,0.38,0.07
sigil.csv,0.17,0.38,0.4,0.43,0.79,0.85,0.4,1.0,0.29,0.06,0.54,0.43,1.0,0.88,0.04
ultimairis.csv,0.09,0.44,0.26,0.41,0.62,0.78,0.95,0.64,0.11,0.04,0.41,0.38,0.8,0.8,0.03
unflobtactical.csv,0.14,0.5,0.4,0.35,1.0,0.83,0.28,0.83,0.06,0.06,0.47,0.38,0.94,0.74,0.05
xbg.csv,0.24,1.0,0.75,0.33,0.67,0.8,0.29,0.86,1.0,0.04,0.62,0.71,1.0,0.0,0.0
