,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.19,0.58,0.95,0.5,0.52,0.53,0.35,0.68,0.2,0.14,0.4,0.52,0.63,0.69,0.08
amateur-scrolls.csv,0.23,0.2,0.36,0.97,0.52,0.48,0.3,0.48,0.32,0.11,0.17,0.64,0.42,0.13,0.09
biopax.csv,0.2,0.58,0.45,0.55,0.65,0.85,0.48,0.78,0.25,0.08,0.57,0.6,0.99,0.87,0.05
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.2,0.52,0.44,0.57,0.64,0.57,0.33,0.74,0.38,0.1,0.54,0.57,0.76,0.99,0.08
ikvm.csv,0.11,1.0,0.34,0.18,0.35,0.43,0.38,0.35,0.25,0.07,0.44,0.19,0.49,0.26,0.15
irrlicht.csv,0.15,0.67,0.42,0.45,0.76,0.99,0.47,0.74,0.26,0.08,0.58,0.5,0.75,0.82,0.02
les-indemodables.csv,0.2,0.5,0.43,0.44,0.6,0.66,0.44,0.68,0.21,0.11,0.57,0.96,0.44,0.69,0.08
lportal.csv,0.03,0.44,0.18,0.21,0.26,0.66,0.29,0.03,0.1,0.9,0.41,0.37,0.4,0.55,0.0
ns-3-dev-def-routing.csv,0.24,0.52,0.21,0.21,0.41,0.43,0.39,0.59,0.11,0.13,0.99,0.49,0.42,0.59,0.09
qpe.csv,0.89,0.6,0.26,0.42,0.49,0.69,0.43,0.29,0.18,0.13,0.38,0.22,0.6,0.19,0.12
sigil.csv,0.27,0.32,0.45,0.6,0.72,0.28,0.5,0.98,0.36,0.11,0.54,0.55,0.65,0.86,0.07
ultimairis.csv,0.16,0.56,0.39,0.56,0.71,0.84,0.91,0.76,0.2,0.08,0.54,0.52,0.84,0.85,0.06
unflobtactical.csv,0.24,0.35,0.5,0.46,0.99,0.63,0.36,0.8,0.08,0.11,0.49,0.49,0.58,0.76,0.1
xbg.csv,0.23,0.09,0.14,0.09,0.2,0.13,0.16,0.2,1.0,0.07,0.25,0.23,0.08,0.0,0.0
