,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.82,0.48,0.71,0.58,0.98,0.01,0.36,0.0
jlinalg.csv,0.95,0.43,0.41,0.43,0.97,0.01,0.23,0.45
jmule.csv,0.91,0.52,0.6,0.68,0.96,0.01,0.56,0.79
knowledge.csv,0.95,0.42,0.54,0.42,1.0,0.01,0.34,0.56
massiv.csv,1.0,0.75,0.66,0.0,0.0,0.2,1.0,0.8
ng4j.csv,1.0,1.0,0.6,0.83,1.0,0.04,0.39,0.76
playerstage.csv,0.94,0.5,0.59,0.69,0.96,0.01,0.42,0.71
superwaba.csv,0.88,0.65,0.67,0.5,0.97,0.01,0.34,0.64
