,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.55,0.78,0.98,1.0,0.74,0.76,0.78,0.61,0.79,0.82,0.6,0.68
miranda-icq.csv,0.18,0.15,0.24,0.33,0.35,0.12,0.24,0.39,0.94,0.51,0.33,0.11
pclasses.csv,0.91,0.26,0.0,0.67,0.0,0.0,0.3,0.0,0.06,0.18,0.22,0.21
pfaedit.csv,0.18,0.48,0.27,0.67,1.0,0.0,0.54,0.57,0.44,0.28,0.38,0.37
rockbox.csv,0.55,0.78,0.12,0.67,0.61,0.12,0.73,0.52,0.48,0.65,0.76,0.95
theresa.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
thrust.csv,0.27,0.33,0.37,0.67,0.65,0.88,0.41,0.52,0.37,0.34,0.35,0.16
tktoolkit.csv,0.45,0.48,0.61,1.0,0.5,0.94,0.43,0.91,0.42,0.68,0.45,0.26
trinitycore.csv,0.18,0.0,0.0,1.0,0.15,0.0,0.14,0.0,0.02,0.13,0.98,0.11
tzod.csv,0.27,0.96,0.78,0.33,0.83,0.0,0.38,0.65,0.65,0.6,0.49,0.11
yaprm.csv,0.45,0.41,0.2,0.67,0.48,0.47,0.95,0.22,0.38,0.47,0.42,0.16
