,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.42,0.42,0.5,0.36,0.35,0.49,0.34,0.52,0.37,0.39,0.47,0.47
miranda-icq.csv,0.83,0.92,0.92,0.62,0.71,0.92,0.84,0.58,0.82,0.61,0.75,0.5
pclasses.csv,0.91,0.67,0.0,0.8,0.0,0.0,0.74,0.0,0.89,0.83,0.96,0.81
pfaedit.csv,0.8,0.56,0.71,0.59,0.35,0.5,0.39,0.48,0.56,0.62,0.56,0.6
rockbox.csv,0.54,0.38,0.88,0.53,0.41,0.89,0.34,0.38,0.48,0.42,0.41,0.44
theresa.csv,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.71,0.76,0.68,0.61,0.37,0.88,0.65,0.51,0.65,0.67,0.73,0.93
tktoolkit.csv,0.52,0.63,0.45,0.44,0.44,0.45,0.53,0.95,0.7,0.45,0.64,0.81
trinitycore.csv,0.8,0.75,0.0,0.77,0.89,0.67,0.83,0.0,0.5,0.96,0.8,0.75
tzod.csv,0.9,0.58,0.46,0.67,0.3,0.0,0.62,0.45,0.54,0.48,0.59,0.8
yaprm.csv,0.73,0.82,0.91,0.9,0.45,0.61,0.51,0.64,0.67,0.54,0.73,0.81
