,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.12,0.47,1.0,0.08,0.56,0.35,0.47,0.16,0.29,1.0,0.26,0.41
miranda-icq.csv,0.08,0.31,0.77,0.04,0.79,0.17,0.47,0.15,0.98,0.99,0.35,1.0
pclasses.csv,0.91,0.39,0.0,0.2,0.0,0.0,0.58,0.0,0.33,1.0,0.48,0.25
pfaedit.csv,0.4,0.48,0.79,0.12,0.98,0.0,0.49,0.19,0.35,1.0,0.29,0.7
rockbox.csv,0.23,0.45,0.62,0.12,0.72,0.22,0.57,0.11,0.28,0.99,0.31,1.0
theresa.csv,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
thrust.csv,0.12,0.43,0.54,0.09,0.59,0.94,0.58,0.13,0.22,1.0,0.37,0.21
tktoolkit.csv,0.12,0.37,0.49,0.09,0.54,0.29,0.5,1.0,0.26,1.0,0.27,0.31
trinitycore.csv,0.4,0.0,0.0,0.23,0.89,0.0,0.83,0.0,0.5,1.0,1.0,0.5
tzod.csv,0.3,1.0,0.64,0.06,0.65,0.0,0.54,0.13,0.3,1.0,0.32,0.4
yaprm.csv,0.15,0.5,0.73,0.2,0.53,0.22,1.0,0.08,0.36,0.99,0.25,0.19
