,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.81,0.76,0.35,0.96,0.95
nabu-library.csv,1.0,0.81,0.58,0.78,0.27
pcgen.csv,0.68,0.45,0.69,0.71,0.94
selenium.csv,0.38,0.68,0.71,0.5,1.01
tolven.csv,0.75,0.44,1.0,0.33,0.99
