,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.28,0.47,0.66,0.08,0.37
nabu-library.csv,0.0,0.22,0.57,0.27,0.85
pcgen.csv,0.38,0.56,0.66,0.73,0.89
selenium.csv,0.77,0.35,0.57,0.65,0.38
tolven.csv,0.25,0.6,0.0,0.7,0.01
