,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.32,0.47,0.7,0.1,0.35
nabu-library.csv,0.0,0.26,0.58,0.31,0.83
pcgen.csv,0.42,0.61,0.58,0.59,0.24
selenium.csv,0.75,0.39,0.54,0.65,0.32
tolven.csv,0.29,0.64,0.0,0.73,0.01
