,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.32,0.37,0.23,0.35,0.51
nabu-library.csv,0.41,0.21,0.23,0.22,0.3
pcgen.csv,0.25,0.13,0.34,0.31,0.54
selenium.csv,0.23,0.17,0.22,0.19,0.38
tolven.csv,0.13,0.16,0.4,0.17,0.53
