,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.83,0.44,0.42,0.35,0.4,0.52,0.4,0.39,0.45,0.68,0.69,0.42,0.57
bdbbasic.csv,0.57,0.55,0.41,0.34,0.46,0.38,0.49,0.52,0.45,0.41,0.73,0.5,0.53
foursquared.csv,0.0,0.0,0.5,0.45,0.0,0.5,0.94,0.67,0.8,0.86,0.9,0.0,0.0
impala.csv,0.73,0.55,0.57,0.56,0.53,0.59,0.45,0.88,0.61,0.45,0.44,0.46,0.49
jicarilla.csv,0.81,0.67,0.93,0.83,0.0,0.91,0.93,0.0,0.99,0.72,0.8,0.0,0.92
ng4j.csv,0.53,0.44,0.42,0.37,0.85,0.47,0.54,0.86,0.42,0.48,0.51,0.56,0.73
open-data-kit.csv,0.7,0.64,0.39,0.33,0.4,0.52,0.39,0.49,0.5,0.39,0.47,0.5,0.53
pentahoanalysistool.csv,0.8,0.42,0.51,0.58,0.86,0.52,0.59,0.64,0.54,0.92,0.91,0.48,0.82
tradelink.csv,0.82,0.52,0.45,0.78,0.56,0.61,0.77,0.59,0.61,0.83,0.74,0.64,0.55
turbotrader-bos.csv,0.86,0.36,0.43,0.73,0.53,0.92,0.82,0.39,0.48,0.94,0.47,0.67,0.81
ultimairis.csv,0.52,0.38,0.38,0.29,0.49,0.42,0.38,0.37,0.46,0.76,0.45,0.42,0.51
wikipediardware.csv,0.53,0.39,0.38,0.33,0.38,0.38,0.34,0.34,0.4,0.38,0.33,0.44,0.45
yafdotnet.csv,0.67,0.36,0.6,0.34,0.75,0.51,0.42,0.48,0.42,0.44,0.56,0.5,0.48
