,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.0,0.71,0.38,0.41,0.32,0.7,0.47,0.1,0.52,0.45,0.17,0.74,0.3
bdbbasic.csv,0.51,0.81,0.36,0.42,0.62,0.72,0.39,0.09,0.34,0.29,0.36,1.0,0.28
foursquared.csv,0.0,1.0,0.5,0.65,0.0,0.5,0.56,0.0,0.67,0.57,0.4,1.0,0.0
impala.csv,0.66,0.72,0.27,0.35,0.26,0.62,0.38,0.25,0.31,0.28,0.22,0.81,0.27
jicarilla.csv,0.78,0.33,0.21,0.0,0.0,0.27,0.21,0.0,0.14,0.16,0.0,0.0,0.08
ng4j.csv,0.18,0.68,0.36,0.54,0.69,0.8,0.55,0.07,0.37,0.25,0.24,0.88,0.62
open-data-kit.csv,0.4,0.81,0.34,0.34,0.28,0.83,0.45,0.08,0.37,0.31,0.23,0.83,0.3
pentahoanalysistool.csv,0.53,0.66,0.54,0.5,0.5,0.69,0.35,0.12,0.35,0.33,0.18,0.75,0.32
tradelink.csv,0.39,0.73,0.33,0.37,0.33,0.59,0.35,0.12,0.31,0.83,0.34,0.64,0.23
turbotrader-bos.csv,0.0,0.72,0.4,0.6,0.58,0.85,0.67,0.13,0.62,0.39,0.26,0.78,0.56
ultimairis.csv,0.46,0.7,0.35,0.4,0.43,0.75,0.41,0.1,0.41,0.67,0.22,0.73,0.32
wikipediardware.csv,0.47,0.67,0.36,0.36,0.34,0.68,0.44,0.12,0.36,0.3,0.17,0.91,0.27
yafdotnet.csv,0.0,0.76,0.44,0.38,0.62,0.62,0.66,0.09,0.42,0.42,0.32,1.0,0.34
