,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,1.01,0.63,0.61,0.66,0.84,0.62,0.64,0.82,0.45,0.62,0.8,0.93,0.62
bdbbasic.csv,0.81,0.68,0.8,0.68,0.28,0.59,0.78,0.81,0.89,0.78,0.61,0.95,0.67
foursquared.csv,1.0,0.99,0.96,0.29,1.0,0.99,0.91,1.0,0.61,0.92,0.79,0.97,1.0
impala.csv,0.42,0.62,0.8,0.69,0.74,0.73,0.84,0.5,0.75,0.91,0.7,0.57,0.76
jicarilla.csv,0.25,0.99,0.91,1.01,1.0,0.98,0.97,1.0,0.95,0.92,1.0,1.0,0.97
ng4j.csv,1.11,0.71,0.65,0.41,0.53,0.54,0.55,0.91,0.79,0.83,0.61,0.65,0.26
open-data-kit.csv,0.87,0.72,0.9,1.0,1.0,0.37,0.79,0.83,0.73,0.96,0.65,0.64,0.69
pentahoanalysistool.csv,0.64,0.76,0.37,0.54,0.65,0.62,0.8,0.74,0.68,0.92,0.9,0.8,0.7
tradelink.csv,0.81,0.61,0.85,0.69,0.62,0.8,0.8,0.71,0.78,0.89,0.45,0.97,0.81
turbotrader-bos.csv,1.02,0.61,0.56,0.64,0.45,0.86,0.73,0.69,0.38,0.86,0.59,0.83,0.56
ultimairis.csv,0.9,0.86,0.8,0.69,0.46,0.51,0.82,0.77,0.59,0.39,0.65,1.0,0.59
wikipediardware.csv,0.92,0.96,0.72,0.85,0.76,0.7,0.85,0.96,0.83,0.9,0.86,0.32,0.77
yafdotnet.csv,1.03,0.59,0.64,0.71,0.74,0.74,0.36,0.81,0.57,0.57,0.62,0.95,0.59
