,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.0,0.68,0.48,0.56,0.48,0.59,0.58,0.16,0.59,0.44,0.21,0.84,0.4
bdbbasic.csv,0.66,0.48,0.53,0.57,0.7,0.77,0.47,0.14,0.5,0.4,0.39,0.1,0.36
foursquared.csv,0.0,0.02,0.07,0.73,0.0,0.03,0.16,0.0,0.5,0.15,0.28,0.05,0.0
impala.csv,0.75,0.62,0.34,0.41,0.35,0.58,0.47,0.34,0.38,0.41,0.34,0.66,0.41
jicarilla.csv,0.83,0.02,0.15,0.0,0.0,0.07,0.06,0.0,0.11,0.16,0.0,0.0,0.06
ng4j.csv,0.18,0.66,0.49,0.64,0.56,0.62,0.55,0.09,0.53,0.33,0.34,0.52,0.7
open-data-kit.csv,0.48,0.43,0.5,0.51,0.44,0.77,0.6,0.14,0.52,0.46,0.35,0.54,0.44
pentahoanalysistool.csv,0.51,0.65,0.65,0.52,0.42,0.61,0.36,0.18,0.41,0.14,0.13,0.8,0.33
tradelink.csv,0.39,0.71,0.49,0.39,0.45,0.56,0.33,0.2,0.42,0.19,0.46,0.59,0.34
turbotrader-bos.csv,0.0,0.65,0.51,0.46,0.58,0.25,0.39,0.22,0.65,0.22,0.35,0.3,0.5
ultimairis.csv,0.6,0.81,0.51,0.55,0.56,0.78,0.53,0.17,0.53,0.65,0.32,0.84,0.43
wikipediardware.csv,0.62,0.8,0.52,0.52,0.51,0.76,0.6,0.21,0.52,0.44,0.26,0.83,0.4
yafdotnet.csv,0.0,0.61,0.42,0.51,0.37,0.47,0.71,0.14,0.51,0.48,0.36,0.1,0.41
