,recall,precision,pf,pci_20,ifa,wins
bacula.csv,0.66,0.41,0.51,0.44,1.0,7
bdbbasic.csv,0.64,0.39,0.57,0.49,2.0,4
foursquared.csv,0.03,0.5,0.02,0.5,1.0,9
impala.csv,0.55,0.31,0.57,0.55,3.0,2
jicarilla.csv,0.03,0.14,0.13,0.81,9.0,0
ng4j.csv,0.56,0.54,0.35,0.51,3.0,11
open-data-kit.csv,0.85,0.34,0.72,0.49,2.0,3
pentahoanalysistool.csv,0.48,0.5,0.37,0.59,3.0,10
tradelink.csv,0.56,0.35,0.54,0.61,2.0,6
turbotrader-bos.csv,0.45,0.58,0.16,0.67,1.0,12
ultimairis.csv,0.79,0.41,0.61,0.42,2.0,5
wikipediardware.csv,0.91,0.36,0.83,0.38,4.0,1
yafdotnet.csv,0.42,0.42,0.32,0.48,1.0,8
