,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.63,0.31,0.65,0.15,0.28,0.21,0.72,0.52,0.27
foursquared.csv,0.07,0.0,0.45,0.0,0.0,0.26,0.0,0.81,0.08
jasperreports.csv,0.48,0.35,0.73,0.0,0.34,0.19,0.78,0.33,0.44
kdenlive.csv,0.67,0.4,0.75,0.14,0.58,0.39,0.57,0.67,0.12
optalgtoolkit.csv,0.57,0.37,0.66,0.09,0.6,0.16,0.4,0.52,0.12
sabbu.csv,0.71,0.37,0.71,0.14,0.21,0.24,0.68,0.56,0.11
tokratan.csv,0.65,0.32,0.51,0.11,0.43,0.35,0.39,0.15,0.12
vxl.csv,0.61,0.41,0.73,0.09,0.4,0.23,0.63,0.46,0.18
zact.csv,0.47,0.04,0.56,0.24,0.0,0.09,0.49,0.49,0.0
