,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.25,0.72,0.17,0.45,0.29,0.08,0.09,0.84,0.18,0.21,0.45,0.97,0.13,0.17
chrysalis.csv,0.47,0.66,0.25,0.45,0.35,0.17,0.11,0.8,0.22,0.0,0.68,0.98,0.12,0.41
etics.csv,0.56,0.6,0.8,0.18,1.0,0.13,0.22,0.83,0.21,0.15,0.66,0.94,0.17,0.38
flexpay.csv,0.75,0.52,0.16,0.15,0.24,0.05,0.0,0.83,0.29,0.21,0.32,0.98,0.1,0.2
ifmo-game-1.csv,0.8,0.46,0.0,0.16,0.0,0.24,0.22,1.0,0.25,0.22,1.0,0.95,0.12,0.17
jcl.csv,0.5,0.57,0.16,0.31,0.26,0.09,0.09,0.77,0.23,0.21,0.4,0.99,0.26,0.19
linuxsh.csv,0.07,0.53,0.35,0.11,0.0,1.0,0.36,0.88,0.19,0.0,0.54,1.0,0.13,0.06
mvdsv.csv,0.5,0.25,0.0,0.56,0.28,1.0,0.75,0.87,0.2,0.2,0.71,0.0,0.11,0.4
openmeetings.csv,0.47,0.72,0.3,0.44,1.0,0.17,0.0,0.84,0.21,0.21,0.71,0.97,0.09,0.44
plato.csv,0.24,0.5,0.17,0.14,0.29,0.08,0.09,0.94,0.18,0.21,0.46,0.96,0.11,0.15
projecteqemu.csv,0.41,0.64,0.17,0.25,0.6,0.17,0.13,1.0,0.23,0.17,0.65,0.95,0.18,0.18
scite-ru.csv,0.22,0.53,0.26,0.15,0.43,0.09,0.12,0.85,0.18,0.24,0.49,0.76,0.12,0.15
uclmda.csv,0.1,0.32,0.12,0.06,0.3,0.0,0.0,0.67,0.12,0.0,1.0,1.0,0.15,0.17
vrjuggler.csv,0.5,0.49,0.0,0.08,0.29,0.0,0.0,0.79,0.23,0.32,0.38,0.98,0.11,0.29
